id,link,view,updated,title,seller_type,price,currency,description,category,flat_number,area,room_count,documents,is_repair
Elanın nömrəsi: 3812419,https://bina.az/items/3812419,"Yeniləndi: 18 Oktyabr 2023 ,Baxışların sayı: 281",Yeniləndi: 18 Oktyabr 2023 ,"Satılır 2 otaqlı köhnə tikili 60 m², Səbail r.",vasitəçi (agent),245 000,AZN,"Seherin tam merkezinde Malakan baqinin yaninda Arxitekdur binada tam temirli ewyali menzil satiwa teqdim olunur.Menzilde yawamaq ucun her bir werait var.Tavanin hundurluyu 4.80 m her otaqda kandisoner,plazma televizor,konbi sisdem,paltaruyan mawin,esas kuceye eyvani var.Menzil hal-hazirda uzun muddetli 1000 m icarededi kupcada 55 kv qeyd olunub.Yawamaq eyni zamanda yatirim ucun idyal variantdi.Sekiller menzile mexsusu etrafli melumat ucun elaqe saxliya bilersiz ofis haqqi 1% tewgil edir.",Köhnə tikili,3 / 5,60 m²,2,var,var
Elanın nömrəsi: 3853283,https://bina.az/items/3853283,"Yeniləndi: 18 Oktyabr 2023 ,Baxışların sayı: 123",Yeniləndi: 18 Oktyabr 2023 ,"Satılır 3 otaqlı köhnə tikili 70 m², 28 May m.",vasitəçi (agent),235 000,AZN,Sheherin merkezinde Piyada Bulvara Tarqoviya gedilen erazide.2 ci mertebede temirli Ipotekaya yararli menzil.70 kvadrat sahede.Giymet 235000 azn,Köhnə tikili,2 / 5,70 m²,3,var,
Elanın nömrəsi: 3853340,https://bina.az/items/3853340,"Yeniləndi: 18 Oktyabr 2023 ,Baxışların sayı: 110",Yeniləndi: 18 Oktyabr 2023 ,"Satılır 2 otaqlı köhnə tikili 55 m², Memar Əcəmi m.",vasitəçi (agent),115 000,AZN,"Cox Tecilii Olaraq Satilir.4 Mkr Elmed Tib merkezine yaxin olan Frasuz layheli binanin 5/3 mertebesinde yerlesen 2 otaqli razdel menzil tam dolu ve esyali menzil satilir.Yaxinliqinda mekteb,baxca supermarketler ve s.Real musderiye endrim olunacaq",Köhnə tikili,3 / 5,55 m²,2,var,var
Elanın nömrəsi: 3793545,https://bina.az/items/3793545,"Yeniləndi: 18 Oktyabr 2023 ,Baxışların sayı: 250",Yeniləndi: 18 Oktyabr 2023 ,"Satılır 4 otaqlı köhnə tikili 80 m², Nizami m.",vasitəçi (agent),180 000,AZN,"EKSKLUZİV TƏKLİF!!! TARQOVU,QIŞ PARKI,4 OTAQ!!! 
,Şəhərin turistik məkanı olan Tarqovuda,Qış Parkından Tarqovuya gedən ara küçədə,Bravoya və Flora Hostelə yaxın,2 mərtəbəli köhnə tikilinin 2-ci mərtəbəsində,sahəsi 80 kv olan,4 otaqlı təmirli mənzil satılır.Təbii qazı,işığı və suyu daimidir.Mənzilin girişi blokdandır.Qeyd edimki bu ərazidə bu mənzilin aylıq gəliri 1000 AZN-dən yuxarıdır.Mənzilin sənədi isə KUPÇADIR!!! ALICI ÜÇÜN OFİS XİDMƏT HAQQI 1% TƏŞKİL EDİR!!! REAL ALICILAR ƏLAQƏ YARATSIN!!!",Köhnə tikili,2 / 2,80 m²,4,var,var
Elanın nömrəsi: 3853358,https://bina.az/items/3853358,"Yeniləndi: 18 Oktyabr 2023 ,Baxışların sayı: 70",Yeniləndi: 18 Oktyabr 2023 ,"Satılır 2 otaqlı köhnə tikili 65 m², Yasamal r.",vasitəçi (agent),122 000,AZN,"SUPER TƏKLİF!
,KUPÇALI+İPOTEKAYA YARARLI!
,QANUNİ 2 OTAQLI!+TAM TƏMİRLİ!,*Ünvan: Yasamal rayonu, Məhəmməd Xiyabani küçəsi, Qismət şadlıq sarayının yanı, Yeni Yasamal parkına yaxın.
,*Sahə: 65kv
,*Otaq: 2 (Qanuni)
,*Layihə: Leninqrad
,*Mərtəbə: 2/9
,*Sənəd: Çıxarış (kupça)
,*Qaz, su, işıq daimidir.İstilik sistemi mərkəzidir.
,*Təsvir: Mənzil tam təmirlidir.Orta blokda yerləşir. Hamam, tualet ayrıdır. Ərazisində hər cürə iaşə obyektləri var (məktəb, bağçalar, idman zalları, park, Araz Bravo marketlər və s.),Xidmət haqqı 1%.Əlavə məlumat zəng və ya Wp",Köhnə tikili,2 / 9,65 m²,2,var,var
Elanın nömrəsi: 3839204,https://bina.az/items/3839204,"Yeniləndi: 18 Oktyabr 2023 ,Baxışların sayı: 299",Yeniləndi: 18 Oktyabr 2023 ,"Satılır 2 otaqlı köhnə tikili 32 m², Nəriman Nərimanov m.",vasitəçi (agent),110 000,AZN,"Nərimanovda metroya yaxin Kofemaniya və 45 sayli məktəbin yaninda 1 otagdan 2-yə duzəldilib əşyalarin 90 faizi qalir icində split kondisioner,paltar yuyan maşin,divan,jurnal stolu,yigilma quzgulu televizor arxaligi,yatag dəsti umumilikdə qalir.",Köhnə tikili,4 / 5,32 m²,2,var,var
Elanın nömrəsi: 3853351,https://bina.az/items/3853351,"Yeniləndi: 18 Oktyabr 2023 ,Baxışların sayı: 107",Yeniləndi: 18 Oktyabr 2023 ,"Satılır 3 otaqlı köhnə tikili 80 m², 28 May m.",vasitəçi (agent),240 000,AZN,"28 may metro yaxinliqda, milli bankin yaxinliqda, dash bina, lift var, eshyali, ipotekaya yararli, skvoznoy ,Недвлеко от метро 28 мая. недалеко от нац.банка, каменный дом, лифт есть,  мебель и техника остаётся., сквозная ",Köhnə tikili,6 / 7,80 m²,3,var,var
Elanın nömrəsi: 3853373,https://bina.az/items/3853373,"Yeniləndi: 18 Oktyabr 2023 ,Baxışların sayı: 163",Yeniləndi: 18 Oktyabr 2023 ,"Satılır 2 otaqlı köhnə tikili 65 m², Yeni Yasamal q.",vasitəçi (agent),122 000,AZN,"Yeni Yasamal`da Təcili SATILIR!!!
,Qismət şadlıq sarayının yaxınlığında Abad Məhlədə yaşayışın 2ci mərtəbəsində
,~ Orta Blok
,~ Kupçalı
,~ Leningrad proyekt
,~ İPOTEKAYA YARARLI
,~ İnşaatçılar və 20 yanvar metrosuna 5-10 dəqiqəlik məsafədə
,~ Yaxınlığında klinikia, uşaq bağçası və məktəb mövcuddur
,~ Ətraflı məlumat üçün əlaqə saxlayın
,~ ENDİRİM CUZİ OLACAQDIR NƏZƏRƏ ALIB ZƏNG EDİN !!!!!
,~ OFİS HAQQI 1%",Köhnə tikili,2 / 9,65 m²,2,var,var
Elanın nömrəsi: 3853329,https://bina.az/items/3853329,"Yeniləndi: 18 Oktyabr 2023 ,Baxışların sayı: 70",Yeniləndi: 18 Oktyabr 2023 ,"Satılır 2 otaqlı köhnə tikili 55 m², Memar Əcəmi m.",vasitəçi (agent),115 000,AZN,Əcəmi Metrosunun yaxınlığında 20 yanvar kücəsində 5 mərtəbəli binanın 2 ci mərtəbəsində 2 otaq sahəsi 55 kvm olan təmirli mənzil satılır.,Köhnə tikili,2 / 5,55 m²,2,var,var
Elanın nömrəsi: 3826848,https://bina.az/items/3826848,"Yeniləndi: 18 Oktyabr 2023 ,Baxışların sayı: 167",Yeniləndi: 18 Oktyabr 2023 ,"Satılır 3 otaqlı köhnə tikili 70 m², Nəsimi r.",vasitəçi (agent),147 000,AZN,"QANUNI 3 OTAQ ! ! !
,XURSOVKA LAYIHE ! ! !
,Seherin en prestijli yerlesiminde qanuni 3 otaqli, orta temirli menzil satilir. Nezerinize catdirim ki, menzil hal hazirki bazar qiymetinden cox asagidir. Ister yasayis, Isterse de, yatirim ucun ideal variantdir. 
,Menzil hal-hazirda 650-700 Azn asanliqla kiraye vermek olar. 
,Ofis haqqi 1%",Köhnə tikili,3 / 5,70 m²,3,var,var
Elanın nömrəsi: 3853343,https://bina.az/items/3853343,"Yeniləndi: 18 Oktyabr 2023 ,Baxışların sayı: 135",Yeniləndi: 18 Oktyabr 2023 ,"Satılır 2 otaqlı köhnə tikili 40 m², Memar Əcəmi m.",vasitəçi (agent),88 000,AZN,9 mkr-da Leyla ş/s ilə üzbə-üz 5 mərtəbəli binanın 5-ci mərtəbəsində 1-dən 2 otağa düzəlmə təmirli və bütün əşyaları ilə bir yerdə mənzil satılır. Mənzilin ÇIXARIŞI (KUPÇASI) VAR. Alıb kirayə vermək üçün əlverişli təklifdir. Vasitəçi xidmət haqqı 1000AZN.,Köhnə tikili,5 / 5,40 m²,2,var,var
Elanın nömrəsi: 3853118,https://bina.az/items/3853118,"Yeniləndi: 20 Oktyabr 2023 ,Baxışların sayı: 122",Yeniləndi: 20 Oktyabr 2023 ,"Satılır 2 otaqlı köhnə tikili 60 m², Azadlıq Prospekti m.",vasitəçi (agent),128 000,AZN,"İPOTEKAYA YARARLIDIR!
,8-Cİ MKR, Azadlıq pr mstna piyada məsafədə, Med Era klinikasının yanında, Leningrad layihəli binada QANUNİ 2 otaqlı mənzil əşyaları ilə birlikdə satılır. Binanın yerləşməsi olduqca əlverişli rahat ərazidir. Mənzilə baxış üçün əlaqə saxlayın.
,ŞİRKƏT XİDMƏT HAQQI 1%",Köhnə tikili,9 / 9,60 m²,2,var,var
Elanın nömrəsi: 3853207,https://bina.az/items/3853207,"Yeniləndi: 18 Oktyabr 2023 ,Baxışların sayı: 1049",Yeniləndi: 18 Oktyabr 2023 ,"Satılır 2 otaqlı köhnə tikili 50 m², Nəsimi m.",vasitəçi (agent),90 000,AZN,"TECILI SATILIR.. Elimyandi deyerinden qat qat asagi qiymete.Bineqedi rayonu 9 mkr Mircelal kucesi 9/3 mertebesinde SUPER temirli 1 otaqdan 2 otaga duzelmis menzil TECILI satilir
,Binanin yaxinliginda mekteb baxca supermarket var 
,Qaz su isiq daimidir 
,Kupca var 
,Ofis haqqi 1 %",Köhnə tikili,3 / 9,50 m²,2,var,var
Elanın nömrəsi: 3853385,https://bina.az/items/3853385,"Yeniləndi: 21 Oktyabr 2023 ,Baxışların sayı: 193",Yeniləndi: 21 Oktyabr 2023 ,"Satılır 3 otaqlı köhnə tikili 61 m², Əmircan q.",vasitəçi (agent),80 000,AZN,"Xahiş olunur Alıcılar zəng etsin
,__
,___
,Leninqrad  Bina, 
,( əmlakın sənədi var (və ipatekaya yararlıdır).
,2dən /3ə düzəlmə Mənzildir, ( Otaqlar geniş , səliqəli və işıqlıdır, Binada istilik Sistemi mərkəzi ataplenidir, komunalı- su qaz işıq daimidir, 
,Binanın yerləşdiyi  məkan  əla yerdədir, və  Bazara, tükan, stadion, park, aptek,Bank,jek,idarə, məktəb,baxça, hər biryerə iki addımlıqdadır...
,■■■
,Satışda, başqa, mənzillər, var,
,Ətraflı ,məlumat, üçün, zəng,edin..",Köhnə tikili,5 / 5,61 m²,3,var,var
Elanın nömrəsi: 3853111,https://bina.az/items/3853111,"Yeniləndi: 20 Oktyabr 2023 ,Baxışların sayı: 138",Yeniləndi: 20 Oktyabr 2023 ,"Satılır 2 otaqlı köhnə tikili 70 m², Neftçilər m.",vasitəçi (agent),135 000,AZN,"Nizami rayon
,qarayev prospekti 11 mertebeli binanın 3-cü mərtəbəsində yenicə təmirdən cıxmış mənzil satışda
,Mənzil nefçilər metrosuna 3 dəqiqəlik məsafədədir 17 nömreli poliklnikanın yanı,yaxınlığında məktəb bağça və sairə iaişə obyektləri var.
,Sənəd Çıxarış
,Əlavə məlumat üçün Əlaqə nömrəmizə zıng edə bilərsiz.!",Köhnə tikili,3 / 11,70 m²,2,var,var
Elanın nömrəsi: 3853128,https://bina.az/items/3853128,"Yeniləndi: 18 Oktyabr 2023 ,Baxışların sayı: 77",Yeniləndi: 18 Oktyabr 2023 ,"Satılır 4 otaqlı köhnə tikili 110 m², Nəsimi r.",vasitəçi (agent),300 000,AZN,"•	ВЫГОДНОЕ ПРЕДЛОЖЕНИЕ  ! ,•	Около Кероглу парк, продается 4-х комнатная квартира.  Общая площадь 110 кв.м., 3/2-й этаж. Каменный дом. Отличный  ремонт, встроенная кухонная мебель,  пол паркет,  комби система, имеется ГАЗ и КУПЧАЯ,  круглосуточно охраняемый двор, Круглосуточное водоснабжение (горячая, холодная вода). Газ, вода, свет постоянно . ,•	Koroğlu parkı yaxınlığında, 4 otaqlı mənzil satılır. 3/2-ci mərtəbəsi, ümumi sahəsi 110 kv.m.  Əla təmirli , mənzildə QAZ  və ÇIXARIŞ var. Quraşdırılmış mətbəx mebeli, döşəmə parket,  sakit həyət, yaxınlıqda supermarket, orta məktəb, avtobus dayanacağı. 
",Köhnə tikili,2 / 3,110 m²,4,var,var
Elanın nömrəsi: 3853119,https://bina.az/items/3853119,"Yeniləndi: 18 Oktyabr 2023 ,Baxışların sayı: 127",Yeniləndi: 18 Oktyabr 2023 ,"Satılır 2 otaqlı köhnə tikili 60 m², Əhmədli m.",vasitəçi (agent),125 000,AZN,Əhmədli metrosuna 10 dəq yerimə məsafəsində yeni təmirdən çıxmış leningrad  proekti 3 cü mərtəbə ətraflı məlumat üçün əlaqə saxlayın ofis 1%,Köhnə tikili,3 / 9,60 m²,2,var,var
Elanın nömrəsi: 3853129,https://bina.az/items/3853129,"Yeniləndi: 23 Oktyabr 2023 ,Baxışların sayı: 129",Yeniləndi: 23 Oktyabr 2023 ,"Satılır 3 otaqlı köhnə tikili 80 m², Qara Qarayev m.",vasitəçi (agent),165 000,AZN,"Qara Metrosunun yaxinligi 5/2-ci mertebesinde 3 otaqli Orta blok Das Leninqrad layiheli menzil satilir,.,Menzil Zeif temirlidir,.,Qaz-su-isiq daimidir,.,Sened Kupca,.,Ofis haqqi 1% teskil edir,., ,.,buyurub elaqe saxliya bilersiz,.,",Köhnə tikili,2 / 5,80 m²,3,var,yoxdur
Elanın nömrəsi: 3853132,https://bina.az/items/3853132,"Yeniləndi: 18 Oktyabr 2023 ,Baxışların sayı: 169",Yeniləndi: 18 Oktyabr 2023 ,"Satılır 4 otaqlı köhnə tikili 95 m², Əhmədli m.",vasitəçi (agent),155 000,AZN,"Əhmədlidə Köhnə tikili Kiev proyekt qanuni 4 otaqlı mənzil SATILIR !
,İPOTEKAYA YARARLIDIR !
,Neapol dairəsi yaxınlığı .
,Real müştəriyə endirim olacaq.
, Şirkətin xidmət haqqı alıcı tərəfdən 1% 
, təşkil edir .",Köhnə tikili,5 / 9,95 m²,4,var,var
Elanın nömrəsi: 3853120,https://bina.az/items/3853120,"Yeniləndi: 18 Oktyabr 2023 ,Baxışların sayı: 153",Yeniləndi: 18 Oktyabr 2023 ,"Satılır 5 otaqlı köhnə tikili 100 m², Əhmədli m.",vasitəçi (agent),190 000,AZN,"Qaz+Kupça Xalqlarda Sərhədçi idman kompleksinin arxasında Seyid Əzim Şirvani küçəsində 9mərtəbəli kiyev layihəli binanın 9cu mərtəbəsində 5otaqdan x4otağa düzəldilmiş super təmirli mənzil satılır.Mənzil çox yüksək səviyyədə,dizaynla təmir oıunub.Suyu-işığı-qazı daimidir.Pol bambuk parketdir,yelçəkən mənzildir.Sənəd çıxarış(kupçadır)..Alqı-satqı üçün tam hazırdır . ",Köhnə tikili,9 / 9,100 m²,5,var,var
Elanın nömrəsi: 3853141,https://bina.az/items/3853141,"Yeniləndi: 18 Oktyabr 2023 ,Baxışların sayı: 428",Yeniləndi: 18 Oktyabr 2023 ,"Satılır 1 otaqlı köhnə tikili 22 m², Nizami r.",mülkiyyətçi,43 500,AZN,Nizami rayonu qara qarayev metroya yaxın köhnə yataqxanada  tezlikle plana düşən ərazidə yerləşir.,Köhnə tikili,5 / 5,22 m²,1,var,var
Elanın nömrəsi: 3761472,https://bina.az/items/3761472,"Yeniləndi: 18 Oktyabr 2023 ,Baxışların sayı: 377",Yeniləndi: 18 Oktyabr 2023 ,"Satılır 2 otaqlı köhnə tikili 54 m², 7-ci mikrorayon q.",vasitəçi (agent),101 000,AZN,"DƏYƏRLİ MÜŞTƏRİLƏR!!
,✅ Binəqədi rayonu 7ci mk, 244 saylı orta məktəbin yanı (Azadlıq və Dərnəgül metrosunun yaxınlığı)
,✅ Qanuni 2 otaq
,✅ Orta blok orta mənzil
,✅ Fransız layihə
,✅ Bina infrastruktur cəhətdən çox əlverişli yerdə yerləşir
,Daha ətraflı məlumat üçün zəng edə bilərsiniz
,Whatsapp aktivdir",Köhnə tikili,3 / 5,54 m²,2,var,var
Elanın nömrəsi: 3841805,https://bina.az/items/3841805,"Yeniləndi: 18 Oktyabr 2023 ,Baxışların sayı: 219",Yeniləndi: 18 Oktyabr 2023 ,"Satılır 4 otaqlı köhnə tikili 100 m², Zabrat q.",vasitəçi (agent),80 000,AZN,"""TƏCİLİ SATILIR"",Hörmətli Müştərilər Sizə,,Sabunçu rayonu Zabrat dairəsində  ""71 №-ni tam orta məktəb""-in yanında yerləşən köhnə tikili binadan çox gözəl təmirli bir mənzil təklif edirəm.,2 mərtəbənin 1-ci mərtəbəsidir.
,Ümumi sahəsi 100 kv olan bu mənzil 4 otaqdan ibarətdir.,Qaz Su İşıq Daimidir.
,Çıxarış (Kupça) var.İpotekaya yararlıdır.,Kanalizasiya mərkəzidir,
,WiFi (Internet) var,
,Şəhərlərarası telefon da var 
,Evdə mətbəx mebeli qalacaq
,Evin qarşısında 10 m yer də var artırmaq üçün.,Yerləşim olaraq çox yaxşı yerdədir.
,Ətrafda ehtiyac olacaq bütün iaşə obyektləri mövcuddur.,Binanın yanında avtobus dayanacağı mövcuddur.Həmçinin, Zabrat dairəsinə 3-4 dəqiqəlik məsafədədir.Ordan isə üzü şəhər istiqamətinə ""Koroğlu m/st""-na bütün avtobus xətləri keçir.,Real alıcıya endirim olunacaqdır.,Əlavə məlumat üçün qeyd olunan nömrə ilə əlaqə saxlayın.,Ofis Xidmət Haqqı 1%...",Köhnə tikili,1 / 2,100 m²,4,var,var
Elanın nömrəsi: 3853147,https://bina.az/items/3853147,"Yeniləndi: 18 Oktyabr 2023 ,Baxışların sayı: 64",Yeniləndi: 18 Oktyabr 2023 ,"Satılır 2 otaqlı köhnə tikili 65 m², Nəsimi r.",vasitəçi (agent),145 000,AZN,"Şirkət haqqı alıcı tərəfindən 1%,CIXARIŞ VAR
,İPOTEKAYA YARARLI,Ev Ayna Sultanova heykəlinin yanında yerləşir.
, 9/6 mərtəbədi .Orta blok. 
, Gənclik və Azadlıq metrosuna piyada 15 dəq. Şəhərin hər istiqamətinə probkasız getmək olar.
, Məktəb və bağçaya piyada 10 dəq məsafədə yerləşir.Vasitəcilərdə əlaqə saxlaya bilər.
, Sənədləri qaydasındadır.",Köhnə tikili,6 / 9,65 m²,2,var,var
Elanın nömrəsi: 3853163,https://bina.az/items/3853163,"Yeniləndi: 18 Oktyabr 2023 ,Baxışların sayı: 142",Yeniləndi: 18 Oktyabr 2023 ,"Satılır 3 otaqlı köhnə tikili 60 m², Bakıxanov q.",vasitəçi (agent),124 500,AZN,"İPOTEKAYA   YARARLIDIR...!!! Bakıxanov (Razin) qəsəbəsi,R.Qəmbərov küçəsi,96 nömrəli məktəbin yaxınlığında 5 mərtəbəli Eksperimental layihəli Daş binanın 5-ci mərtəbəsində ümumi sahəsi 60 kv.m. olan Əla təmirli 2 otağın 3 otağa düzəlməsi olan mənzil satılır.Sənədləri qaydasındadır,çıxarış(kupça) var. Su,işığ,qaz daimidir.Sanitar qovşaq mənzildə ayrı-ayrıdır,əla təmirlidir.İstilik sistemi mənzildə Kombidir.Mənzildə təmir zamanı bütün eletrik,santexnika sistemi yenilənmişdir.Mənzilin daxilində olan qapılar əla taxda materilından olan qapılardır.Mənzilin seyf qapısı,plastik pəncərələri,döşəməsi dikt üstündən əla laminatdır.Mənzildə təmirdən sonra yaşayış olmayıb.Mənzildə internet(KTV) var.  İnfrastruktur baxımdan bina çox əlverişli bir məkanda yerləşir.",Köhnə tikili,5 / 5,60 m²,3,var,var
Elanın nömrəsi: 3822669,https://bina.az/items/3822669,"Yeniləndi: 18 Oktyabr 2023 ,Baxışların sayı: 455",Yeniləndi: 18 Oktyabr 2023 ,"Satılır 2 otaqlı köhnə tikili 62 m², Həzi Aslanov m.",vasitəçi (agent),121 000,AZN,"SUPER TƏKLİF!!! 
,Xətai rayonu, Əhmədli metrosu, Heydər Əliyev parkının tam arxası, Mərkəzi hissədə, Nəsrəddin Tusi  küçəsində yerləşən, 5 mərtəbəli Leninqrad lahiyəli  binanın 3-cü mərtəbəsində yerləşən, təmirli mənzil təcili satılır. Mənzil  2  otaqdan ibarətdir. Ümumi sahəsi  62  kvm olan bu möhtəşəm mənzilin çox geniş otaqları vardır. Mənzil güngörən və işıqlıdır. Su, qaz və işıq daimi təchiz olunur. Mənzilin sənədi kupçadır.Mənzil yeni təmir olunub və təmirdə keyfiyyətli materiallardan istifadə olunub.
,Aylıq stabil gəlir əldə etmək istəyən alıcı üçün ideal təklif olan bu mənzili, şirkətimiz tərəfindən aylıq 500-550 azn dəyərində kirayə vermək mümkündür.
,Bina infrastruktur cəhətdən əlverişli ərazidə yerləşir. Qonşuluqda ərzaq mağazaları, kafe, otel, gözəllik salonları mövcuddur, ən yaxın şəbəkə supermarketinə çox yaxın məsafədədir.Yaxınlıqda tibb mərkəzi, aptek, stomatoloji klinika, bank və poçt şöbəsi vardır. 
,Rəsmi şirkət olaraq xidmət haqqımız 1% təşkil edir. Rəsmi Beh müqaviləsi tərəfimizdən yazılır və son alqı-satqı bitənədək hər iki tərəfdən rəsmi tərəfdaş kimi iştirak olunur.
,Ətraflı məlumat üçün qeyd olunan nömrə ilə əlaqə saxlamağınız xahiş olunur.WhatsApp aktivdir.
",Köhnə tikili,3 / 5,62 m²,2,var,var
Elanın nömrəsi: 3831102,https://bina.az/items/3831102,"Yeniləndi: 18 Oktyabr 2023 ,Baxışların sayı: 738",Yeniləndi: 18 Oktyabr 2023 ,"Satılır 4 otaqlı köhnə tikili 110 m², 28 May m.",vasitəçi (agent),260 000,AZN,"ElE DUSMEZ TEKLIF!!!,DEYERiNDEN ASAGI QIYMETE!!!,Seherin merkezi ve pristijli kucelerinden biri olan Bul Bul pr ile Semsi Bedelbeyli kucesinin kesismesinde Heyder Eliyev Parki ile duz uzbeuz Tarixi Arxitektur binada qanuni 3 otaqli 4 otaga artirma ile duzelen menzil tecili olaraq bazar deyerinden asagi qiymete tecili satilir.,Artirmanin senedi vardir yeni artirma senetsiz deyildir.,Binana parkla uzbeuz yerlesir,Menzil orta blokda yerlesir,Gun doyen menzildir,Menzilin otqlari olduqca genisdir Menzilin idyal lahiyyesi vardir tam skvaznoy menzildir.,Menzilin 2 aciq eyvani 1 eyvan birbasa Parka 1 eyvan ise heyete baxir .,Menzilin temiri olduqca keyfiyyetlidir Sadece kasmetik temire ehtiyaci vardir,Binanin Etrafinda heyat ucun vacib olan bir cox infrastrukur obyektler yerlesir.,Binanin ve binanin yerlesdiyi yerin teqdimata ehtiyaci yoxdur.,Xıdmet haqqı 1% teskil edir.,.",Köhnə tikili,3 / 4,110 m²,4,var,var
Elanın nömrəsi: 3853211,https://bina.az/items/3853211,"Yeniləndi: 18 Oktyabr 2023 ,Baxışların sayı: 213",Yeniləndi: 18 Oktyabr 2023 ,"Satılır 4 otaqlı köhnə tikili 110 m², Əhmədli q.",vasitəçi (agent),140 000,AZN,Bakı Şəhəri Xətai Rayonu Xətai Rayonu İnqilab İsmayılov küçəsi 9 mərtəbəli Lelinqrad layihəli binanın 8-ci mərtəbəsi ümumi sahəsi 110 kvadrat 4 otağlı yaxşı təmirli  əşyalı təcili olaraq 140000 manata satılır. Sənədi kupça ipotekaya yararlı. Qazı suyu işığı lifti işlık mərkəzi isdilik sisdemi var. Ətrafda çəktəb bağça iri supermarket və bir çox iaşə obyektləri var. Real alıcı müştəriyə qiymət endirimi olacaq. Ofis haqqı 1 % təşkil edir.,Köhnə tikili,8 / 9,110 m²,4,var,var
Elanın nömrəsi: 3749465,https://bina.az/items/3749465.html,"Yeniləndi: 18 Oktyabr 2023 ,Baxışların sayı: 139",Yeniləndi: 18 Oktyabr 2023 ,"Satılır 3 otaqlı köhnə tikili 90 m², Nizami r.",vasitəçi (agent),145 000,AZN,"TƏCİLİ SATILIR!!!
,Mənzil Neftçilər m/st yanı köhnə tikilidə yerləşir
,Sahəsi 90 kv 
,3 otaq Təmirli Mins proyekt
,Qaz,su,işıq daimdiir
,Sənəd Kupça
,Real alıcıya endirim olacaq
,Ofis xidmət haqqı 1%",Köhnə tikili,4 / 5,90 m²,3,var,var
Elanın nömrəsi: 3853200,https://bina.az/items/3853200,"Yeniləndi: Dünən 16:48 ,Baxışların sayı: 120",Yeniləndi: Dünən 16:48 ,"Satılır 2 otaqlı köhnə tikili 52 m², Nizami m.",vasitəçi (agent),135 000,AZN,"ƏRAZİNİN ƏN BÖYÜK BAZAYA MALİK RƏSMİ VƏ GÜVƏNİLƏN DAŞINMAZ ƏMLAK AGENTLİYİ OLARAQ SİZƏ BU EKSKLUZİV MƏNZİLİ TƏKLİF EDİRİK. QANUNİ  2 OTAQLI, TAM TƏMİRLİ,  SƏNƏDİ KUPÇA  OLAN MƏNZİL TƏCİLİ SATILIR.
,Nəsimi rayonu, Nizami metrosu,  Cəlil Məmmədquluzadə küçəsində yerləşən, 5 mərtəbəli, köhnə tikili  daş  binanın 4–cü  mərtəbəsində, QANUNİ  2 otaqlı,  ümumi  sahəsi 52 kvm  olan SUPER TƏMİRLİ mənzil  TƏCİLİ  SATILIR.  Mənzil genişdir, gündüşəndir, işıqlıdır və yelçəkəndir (Skvaznoydur). Qaz, su, işıq və internet  daimidir. Telefon və  İnternet  daxil bütün Kommunal xəttlər mövcuddur.  Sənəd kupçadır. Mənzil yeni təmirdən çıxıb və təmir-tikinti zamanı yüksək keyfiyyətli materiallardan istifadə olunub. Mənzildə hər şey işlək vəziyyətdədir. Əlavə təmirə ehtiyac yoxdur. Küçə və həyətə baxışı olan eyvanı var. Rahat və komfortlu yaşam üçün bütün imkanlar yüksək səviyyədə təşkil olunmuşdur. 
,Aylıq stabil gəlir əldə etmək istəyən alıcıya əla təklifimiz var. Mənzili şirkətimiz tərəfindən, rəsmi qaydada aylıq 600 – 650 azn dəyərində  uzun müddətə kirayə vermək olar.
,Bina infrastruktur cəhətdən əlverişli ərazidə yerləşir.Qonşuluqda ərzaq mağazaları, kafe, otel, gözəllik salonları mövcuddur.Yaxınlıqda tibb mərkəzi, aptek, stomatoloji klinika, bank və poçt şöbəsi vardır.Bir neçə  dəqiqəlik piyada yolu məsafəsində  ümumtəhsil məktəblər, uşaq bağçaları yerləşir. Bina   zəlzələ davamlılığına malikdir.
,Rəsmi şirkət olaraq xidmət haqqımız 1% təşkil edir. Rəsmi Beh müqaviləsi tərəfimizdən yazılır və son alqı-satqı bitənədək hər iki tərəfdən rəsmi tərəfdaş kimi iştirak olunur.
,Ətraflı məlumat üçün qeyd olunan nömrə ilə əlaqə saxlamağınız xahiş olunur.WhatsApp aktivdir.
",Köhnə tikili,4 / 5,52 m²,2,var,var
Elanın nömrəsi: 3853208,https://bina.az/items/3853208,"Yeniləndi: 18 Oktyabr 2023 ,Baxışların sayı: 164",Yeniləndi: 18 Oktyabr 2023 ,"Satılır 3 otaqlı köhnə tikili 80 m², Nəriman Nərimanov m.",vasitəçi (agent),139 000,AZN,"İpotekaya Yararlı!!!!
,Nərimanov rayonu Təfəkkür Universitetinin yanında 5 mərtəbəli eksperimental layihəli binanın 5ci mərtəbəsində yerləşən 3 otaqlı orta təmirli mənzil satılır.Mənzilin ümumi sahəsi  80kvm təşkil edir.Qaz,su,işıq daimidir.Bina ərazi baxımından geniş infrastruktura malikdir.Sənədlər qaydasındadır.KUPÇALI!!!",Köhnə tikili,5 / 5,80 m²,3,var,var
