id,link,view,updated,title,seller_type,price,currency,description,category,flat_number,area,room_count,documents,is_repair
Elanın nömrəsi: 3493372,https://bina.az/items/3493372,"Yeniləndi: Dünən 11:24 ,Baxışların sayı: 1107",Yeniləndi: Dünən 11:24 ,"Satılır 3 otaqlı köhnə tikili 80 m², Elmlər Akademiyası m.",vasitəçi (agent),173 000,AZN,"Tibilisi pr, Zapravkaya yaxin Shefayyet Mehdiyev kucesinde kiyev lahiyeli binada menzil satilir, menil ipotekaya yararlidir, xidmet haqqi % dir alici tereinden.",Köhnə tikili,3 / 9,80 m²,3,var,var
Elanın nömrəsi: 3492123,https://bina.az/items/3492123,"Yeniləndi: Dünən 11:24 ,Baxışların sayı: 2548",Yeniləndi: Dünən 11:24 ,"Satılır 1 otaqlı köhnə tikili 16.5 m², Nizami m.",vasitəçi (agent),70 000,AZN,"Tarqovuya yaxin bir otaqli menzil satilir,alib kiraye vermek ucun sereli variantdir, real alici ile qiymetde razilshmaq olar, 1% xidmet haqqidir alici tereden",Köhnə tikili,1 / 3,16.5 m²,1,var,var
Elanın nömrəsi: 3823593,https://bina.az/items/3823593,"Yeniləndi: Dünən 11:33 ,Baxışların sayı: 131",Yeniləndi: Dünən 11:33 ,"Satılır 3 otaqlı köhnə tikili 80 m², Nəriman Nərimanov m.",vasitəçi (agent),210 000,AZN,"Nərimanov metrosunun düz  yanında, əlavə artırmanın hesabına olan,  2 otagdan 3 otaga düzəlmiş mənzil satılır.  Proyekt klassik stalinkadır. Mənzil  orta və yelçəkəndir. Artırma qanunidir və sənədi var. Ofis haqqı 1% təşkil edir.",Köhnə tikili,4 / 5,80 m²,3,var,var
Elanın nömrəsi: 3776716,https://bina.az/items/3776716,"Yeniləndi: Dünən 11:26 ,Baxışların sayı: 640",Yeniləndi: Dünən 11:26 ,"Satılır 3 otaqlı köhnə tikili 76 m², Elmlər Akademiyası m.",vasitəçi (agent),160 000,AZN,Kupca.Yasamalda 5 mertebeli binanin 2-ci mertebesinde 3 otaqli menzil satilir.,Köhnə tikili,2 / 5,76 m²,3,var,var
Elanın nömrəsi: 3865571,https://bina.az/items/3865571,"Yeniləndi: Dünən 12:33 ,Baxışların sayı: 62",Yeniləndi: Dünən 12:33 ,"Satılır 2 otaqlı köhnə tikili 70 m², Memar Əcəmi m.",vasitəçi (agent),122 000,AZN,"Çox TƏCİLİ! BİNANIN DÜZ YANINDA Məktəb və baxça var !
,TAM ƏŞYALI ! KİRAYƏ 500-550 azna vererəm
,Nəsimi və Əcəmi metrolarına piyada məsafədə yerləşən əla təmirli mənzil TƏCİLİ SATILIR!!!
,- 5 mərtəbəli binanın 4-cü mərtəbəsi
,- QANUNİ 2,- Qaz, su, işıq daimidir.,OFİS HAQQI 1%",Köhnə tikili,4 / 5,70 m²,2,var,var
Elanın nömrəsi: 3843470,https://bina.az/items/3843470,"Yeniləndi: Dünən 11:36 ,Baxışların sayı: 964",Yeniləndi: Dünən 11:36 ,"Satılır 3 otaqlı köhnə tikili 95 m², Sahil m.",vasitəçi (agent),199 000,AZN,"Şəhərin mərkəzində,Qış Parkı ilə üzbəüz 10 mərtəbəli binanın 8-ci mərtəbəsində 3 otaqlı mənzil satılır.,Mənzil təmirsizdir.Yelçəkəndir (skvoznoy).Şəhərə əla mənzərəsi var.Qaz,su,işıq daimidir.Mənzil hər iki tərəfə artırılıb (dövlət tərəfindən).Umumi 100kvm-ə yaxındır.Lift var,işləkdir.,Sənədləri qaydasındadır,kupçası var.Real alıcı ilə qiymətdə razılaşmaq olar.",Köhnə tikili,8 / 10,95 m²,3,var,var
Elanın nömrəsi: 3860823,https://bina.az/items/3860823,"Yeniləndi: Dünən 10:46 ,Baxışların sayı: 350",Yeniləndi: Dünən 10:46 ,"Satılır 3 otaqlı köhnə tikili 55 m², Nərimanov r.",vasitəçi (agent),136 000,AZN,"TECILI !!!
,HER OTAGDA PENCERE VAR !
,BU QIYMETE IKINCI MENZIL YOXDUR ! 
,SUPER QIYMET !!!,Genclik Metrosuna , Azadliq Metrosuna yaxin mesafede , ATATURK PARKiNA Piyada mesafede ""Ferid Palace"" in arxasinda 9 mertebeli Kiyev Proyektli menzil Satilir ! Menzil l Qanuni 2 otaqdan 3 otaga duzelib ! Qaz,isig,su daimidir !r. yaxınlıqda məktəblər, baxçalar, parklar, supermarketlər və xəstəxanalar var. Elave melumat ucun zeng ede bilersiz ! Xidmet haqqi 1%",Köhnə tikili,2 / 9,55 m²,3,var,var
Elanın nömrəsi: 3795456,https://bina.az/items/3795456,"Yeniləndi: Dünən 10:52 ,Baxışların sayı: 142",Yeniləndi: Dünən 10:52 ,"Satılır 3 otaqlı köhnə tikili 90.7 m², İnşaatçılar m.",vasitəçi (agent),207 000,AZN,"Mənzil  Elmler ve Insacilar m/st  yürüş məsafəsində düz  Yasamal parkın yanında yerləşir .
,*
,Daş  bina BDU muellimler ucun tikilen bina .
, 
,----------------------------------------------------,Kupca var + İpotekaya yararlıdır ! ,------------------------------------------------------
,ƏMLAK alarkən diqqət etməli olduqumuz əsas şərtlər .,***,1) Binanın keyfiyyətini araşdırmaq .
,2) Mənzilin sənədlərin yoxlamaq .
,3) Binanın yerləşdiyi infrastrukturu nəzərdən kecirmək .,----------------------------------------------------------,--- QANUNİ 3-otaqlı Tam Təmirli Mənzildir .,--- Mənzildə internet, ev telefonu, tv, işiq, su və qaz daimidir .,--- Əşyalı Satılır . ( Əşyalar yeni alınıb ) ,--- Mənzildə Kombi Sistemi var . ,--- 2 geniş həyəti və uşaqlar üçün oyun meydançası mövcuddur.,--- Binanın yerləşmə yeri cox əlverişlidir .,--- Uşaq baxcası, məktəb, hazırlıq kursları, market, poct, və başqa lazım olan bütün iaşə obyektləri binanın yaxınlıqında yerləşir .,--- Əlavə suallar ücün əlaqə saxlaya bilərsiniz .,***,ofis xidmet haqqı 1%",Köhnə tikili,7 / 9,90.7 m²,3,var,var
Elanın nömrəsi: 3775919,https://bina.az/items/3775919,"Yeniləndi: Dünən 11:32 ,Baxışların sayı: 1970",Yeniləndi: Dünən 11:32 ,"Satılır 4 otaqlı köhnə tikili 105 m², Yeni Günəşli q.",mülkiyyətçi,129 000,AZN,"Yeni Günəşli, A/B yaşayış massivi,129-cu bina,2-ci blok,9-cu mərtəbədə yerləşən 4 otaqlı mənzilimi satıram və barter təklifləri də maraqlıdır.Mənzil Kiyev layihəli,ekspremental tipli binada yerləşir.Bina və mənzilin bir çox özəllikləri vardır və bunlar aşağıdakılardır:,-- bina yol qırağında yerləşir;
,-- eksperemental layihəlidir,o biri binalardan
,fərqli olaraq,mənzillərin sahələrinin daha
,böyük olmasıdır;
,-- binanın damı 2 hissəlidir,yəni 2 damdan
,ibarətdir;
,-- binanın hər iki tərəfində avtobus
,dayanacağı (50 №-li marşrut)
,vardır,Babək pr. sonra,Yeni Günəşli
,qəs.girişində 1-ci və 2-ci dayanacaqların
,arasında yerləşir;
,-- binadan 4-5 dəq,aralıqda, Qartal deyilən
,ərazidəki dayanacaqdan metro - Xalqlar
,Dostluğuna 3-4 dəq,çatmaq olur;
,-- 2025-ci ildə Yeni Günəşlidə metro açılışı
,planlaşdırılır;
,-- 279 №-li məktəb binanın 10 metrliyində
,və uşaq baxçası üz-bəüz binanın
,arxasında 300 metr aralıqda yerləşir;
,-- Araz market qonşu binada,50 metrlik
,məsafədə yerləşir;
,-- bir az aralıqda 500 metr məsafədə Bravo
,və Araz Supermarketləri yerləşir;
,-- binanın qarşısında və yanında maşın
,parklama yerləri və avto yuma məntəqəsi
,vardır;
,-- hər mərtəbədə 2 mənzil vardır;
,-- mənzilimiz aşağı mərtəbələrdəki
,mənzillərdən daha çox sahəyə (12-15
,metr artıq) malikdir;
,-- 2 dayanacaq aralıqda Suraxanı rayonu
,Şəhər Poliklinikası və Təcili Yardım
,məntəqəsi yerləşir,",Köhnə tikili,9 / 9,105 m²,4,var,
Elanın nömrəsi: 3843729,https://bina.az/items/3843729,"Yeniləndi: Dünən 10:50 ,Baxışların sayı: 254",Yeniləndi: Dünən 10:50 ,"Satılır 2 otaqlı köhnə tikili 52 m², Həzi Aslanov m.",vasitəçi (agent),110 000,AZN,"Kupcali
, Butun senedleri qaydasındadır.Kiyev proyektidir. Həzi Aslanov metrosuna və Gənclik parkına yaxın erazide yerlesir.
,Ofisin xidmet haqqı 1%",Köhnə tikili,8 / 9,52 m²,2,var,var
Elanın nömrəsi: 3651085,https://bina.az/items/3651085,"Yeniləndi: Dünən 11:32 ,Baxışların sayı: 1653",Yeniləndi: Dünən 11:32 ,"Satılır 3 otaqlı köhnə tikili 76 m², Elmlər Akademiyası m.",vasitəçi (agent),174 000,AZN,"Elmlər Akademiyasi Metrosu Huseyn Cavid prospektinde,Aq cicəyim Gul maqazasinin SPACE T/K-nin,yanında Stalinka layiheli binada,Sahə: 76 kv 4/4-cu mertebesinde,2-3 otaqa artirma hesabina duzeldilmis yaxsi temirli menzil satilir.
,Qeyd: Binada qaz,su,işıq daimidir.Ev əşyalarla birlikdə satılır Yataq və qonaq otaqlarının pəncərələri prospektə, mətbəx-studio isə əks tərəfə baxır.İdeal yerdir.
,İnfrastruktur cəhətdən çox əlverişli yerdə yerləşir.Istilik sistemi Kombidir.,OFİS HAQQI 1%",Köhnə tikili,4 / 4,76 m²,3,var,var
Elanın nömrəsi: 3865428,https://bina.az/items/3865428,"Yeniləndi: Dünən 10:54 ,Baxışların sayı: 64",Yeniləndi: Dünən 10:54 ,"Satılır 3 otaqlı köhnə tikili 102 m², Sahil m.",vasitəçi (agent),230 000,AZN,"Sahil metrosu,Tarqovu,Malakan bağı ilə üzbəüz yerləşən addelni tikili olan sahəsi 102 kv 3 otaqlı + 20 kv zirzəmisi olan mənzil satılır.Mənzilin qazı,çıxarışı,işığı,suyu və.s.Real alıcılar əlaqə saxlasın.",Köhnə tikili,1 / 1,102 m²,3,var,var
Elanın nömrəsi: 3865576,https://bina.az/items/3865576,"Yeniləndi: Dünən 11:32 ,Baxışların sayı: 104",Yeniləndi: Dünən 11:32 ,"Satılır 1 otaqlı köhnə tikili 35 m², Həzi Aslanov m.",vasitəçi (agent),77 000,AZN,"Xatai rayonu Hezi Aslanov metrosuna yaxin Cavanşir kücəsi Qaya restoranin yani köhnə tikili daş bina 5 mərtəbəsinin 3 cü mərtəbəsində orta mənzil 1 otaqli mənzil satilir..Binanin mərkəzi istilik sistemi var,qazi suyi işiqi daimidir..Sənəd kupca..Ofis haqqi 1%",Köhnə tikili,3 / 5,35 m²,1,var,var
Elanın nömrəsi: 3855985,https://bina.az/items/3855985,"Yeniləndi: Dünən 11:03 ,Baxışların sayı: 234",Yeniləndi: Dünən 11:03 ,"Satılır 2 otaqlı köhnə tikili 69 m², Nizami m.",vasitəçi (agent),165 000,AZN,Techily Merkezde Xarici Ishler Nazirliyin yaninda 2 otagli menzil saylir ela planirovkasi var Dash binadr!! Gish Parkin yaninda!!!,Köhnə tikili,2 / 5,69 m²,2,var,var
Elanın nömrəsi: 3816243,https://bina.az/items/3816243,"Yeniləndi: Dünən 10:47 ,Baxışların sayı: 882",Yeniləndi: Dünən 10:47 ,"Satılır 3 otaqlı köhnə tikili 85 m², Əhmədli m.",mülkiyyətçi,132 000,AZN,"Bakı şəhəri Xətai rayonu Əhmədli qəsəbəsi Neapol dairəsində 9 mərtəbəli binanın 5 ci mərtəbəsi Kiev lahiyesi.orta Blok. Yel çəkən mənzildi. Astanovkaya, məktəb və uşaq bağçası da çox yaxın yerdə yerləşir. Binanin geniş həyəti var (parking üçün). İpotekaya tam uyğundu. ,Satış qiymətinə əşyaları da daxildi. 450-500 manata kiraye vermək olar. 
",Köhnə tikili,5 / 9,85 m²,3,var,var
Elanın nömrəsi: 3865426,https://bina.az/items/3865426,"Yeniləndi: Dünən 10:53 ,Baxışların sayı: 63",Yeniləndi: Dünən 10:53 ,"Satılır 2 otaqlı köhnə tikili 65 m², 9-cu mikrorayon q.",mülkiyyətçi,146 000,AZN,"Tecili satilir.Super temirli, esyali.Lelinqrad proyekti.Real aliciya endirim olacaq",Köhnə tikili,7 / 9,65 m²,2,var,
Elanın nömrəsi: 3795409,https://bina.az/items/3795409,"Yeniləndi: Dünən 10:48 ,Baxışların sayı: 313",Yeniləndi: Dünən 10:48 ,"Satılır 2 otaqlı köhnə tikili 50 m², Nəriman Nərimanov m.",vasitəçi (agent),130 000,AZN,Nerimanov  metrosunun  yaxinlqinda  Saatli binayla uzbe uz yerlesir.Ekspremental lahiyelidir.5 mertebeli binanin 3 ci mertebesinde  2 Otaqlar  menzil  satilir sanuzel ayri ayridir.Skvaznoy menzildir.Kunc deyil ortadir.,Köhnə tikili,3 / 5,50 m²,2,var,var
Elanın nömrəsi: 3469106,https://bina.az/items/3469106,"Yeniləndi: Dünən 10:53 ,Baxışların sayı: 3954",Yeniləndi: Dünən 10:53 ,"Satılır 3 otaqlı köhnə tikili 70 m², 8 Noyabr m.",mülkiyyətçi,157 000,AZN,"VASİTƏÇİLƏR !!! Zəhmət olmasa diqqətlə oxuyun, sonra zənq edin!
,Ev İpotekaya düşmür!
,Tbilisi prospektində, prestijli ərazidə, düz yolun üstündə yerləşən, Avropa oteli ilə üzbəüz, 153 N məktəbə yaxın, 5/5 eksperimental daş binada, orta blok, tam təmirli, 70 kv.m. olan, 2 otaqlıdan- 3 otağa çevrilən, yelçəkən mənzil satılır. Binanın üstü çardaqdır, yağış və qara tam dözümlüdür. Təmirdə bahalı materiallardan istifadə olunub, mənzil çox işıqlıdır, ev tam dağıdılıb və yeni dizaynla qurularaq təmir olunub. Binada su, işiq və qaz daimidir, istilik sistemi kombidir, mətbəx mebeli və bəzi avadanlıqlar quraşdırılıb, mətbəx genişləndirilib, evin döşəməsi bahalı laminatdir, divar kağızları bahalı və yuyulandır, pəncərələr PVC, işıq sistemi yenilənib, bütün su, qaz və kanalizasiya sistemləri də yenilənib, binanın həyətində avtodayanacaq var.
,Ev bütün əşyalar ilə birlikdə satılır!
,Kupça var. Satan evin sahibidir.
,Maklerlərə 1% veriləcək.,На Тбилиском проспекте, прям у дороги, напротив отеля Европа, рядом со школой N153, 5 этаж пятиэтажного дома 5/5, экспериментальный проект, каменный дом, 3 комнатная квартира, переделанная из 2 комнат, квартира просторная и сквозная, средний блок, сделан качественный ремонт с нуля, использовались дорогие строй материалы, полы ламинат, моющиеся обои, встроенная кухня, свет, газ и вода в доме постоянны. Крыша чердак, во дворе есть места для порковки.
,Продает хозяин. Есть купчая.",Köhnə tikili,5 / 5,70 m²,3,var,var
Elanın nömrəsi: 3865461,https://bina.az/items/3865461,"Yeniləndi: Dünən 11:08 ,Baxışların sayı: 107",Yeniləndi: Dünən 11:08 ,"Satılır 3 otaqlı köhnə tikili 65 m², Memar Əcəmi m.",vasitəçi (agent),139 000,AZN,Bineqedi Rayonu Ecemi Metrosu Yaninda  Kohne Tikili 9 mertebeli  Binanin 8-ci mertebesinde 3 otaqli 65 kv sahesi olan Kupcali Ipotekaya yararli menzil satilir.Menzil temirlidir.Qaz Su Isiq daimidir.Menzilde kombi sistemi movcuddur.Otaqlar genis ve isiqlidir.Bina etrafinda iri ticaret merkezleri yerlesir.Ofis haqqi 1%,Köhnə tikili,8 / 9,65 m²,3,var,var
Elanın nömrəsi: 3865455,https://bina.az/items/3865455,"Yeniləndi: Dünən 11:06 ,Baxışların sayı: 147",Yeniləndi: Dünən 11:06 ,"Satılır 2 otaqlı köhnə tikili 50 m², İnşaatçılar m.",vasitəçi (agent),87 000,AZN,"TECILI SATILIR!!
,KUPCALI+IPOTEKAYA YARARLI!!
,TAM TEMIRLI!
,Yeni Yasamalda Bazarstore-un arxasi olan 9 mertebeli binanin 9cu mertebesinde yerlesen, umumi sahesi 50m2 olan 2 otagdan ibaret(DUZELME) tam temirli menzil satilir!! qaz,su,isiq daimidir!! istilik sistemi Kombidir!
,OFIS HAQQI 800 AZN!!",Köhnə tikili,9 / 9,50 m²,2,var,var
Elanın nömrəsi: 3275040,https://bina.az/items/3275040,"Yeniləndi: Dünən 10:21 ,Baxışların sayı: 2860",Yeniləndi: Dünən 10:21 ,"Satılır 3 otaqlı köhnə tikili 65 m², Azadlıq Prospekti m.",vasitəçi (agent),120 000,AZN,"Binəqədi rayonu, 7MKR , Ankara şadlıq sarayının, Azadlıq MST  yanında,2 otaqdan  3 otağa düzəldilmiş, təmirli mənzil satılır. Mənzil 9/9 da yerləşir. Yaxınlıqda məktəb,uşaq bağçaları, hər növ alış-veriş mərkəzləri var. Avtobus dayanacağına yaxındır və şəhərin hər tərəfinə rahat çıxışı var.,KUPÇA +İPOTEKAYA YARARLIDIR.,Qaz, su, işıq daimidir. Kombi sistemi quraşşdırılıb.
,Ofis xidmət haqqı 1% ",Köhnə tikili,9 / 9,65 m²,3,var,var
Elanın nömrəsi: 3865354,https://bina.az/items/3865354,"Yeniləndi: Dünən 10:19 ,Baxışların sayı: 132",Yeniləndi: Dünən 10:19 ,"Satılır 1 otaqlı köhnə tikili 52 m², Əhmədli m.",mülkiyyətçi,86 000,AZN,"HEYDER parkin ustunde yerlesir.5
,mertebeli das
,Leninqrad layiheli
,binanin 5ci
,mertebesinde 1 otagin ikiye piridelka
,temirli menzil
,Satilir.!! Menzil
,temirlidir. Istilik sistemi
,merkezidir.Araz market bolmart yaxinligda mekteb baxca cox yaxin ehmedli metroya 10 deq yoldur.KuPCALI evdir",Köhnə tikili,5 / 5,52 m²,1,var,
Elanın nömrəsi: 3865352,https://bina.az/items/3865352,"Yeniləndi: Dünən 10:19 ,Baxışların sayı: 134",Yeniləndi: Dünən 10:19 ,"Satılır 2 otaqlı köhnə tikili 55 m², Memar Əcəmi m.",vasitəçi (agent),106 000,AZN,"TECILI SATILIR.. Elimyandi deyerinden qat qat asagi qiymete.Nesimi rayonu 2 mkr Huseyinbala Eliyev kucesi Memar Ecemi metrosuna yaxin erazide 5/3 mertebesinde 2 otaq SUPER temirli menzil TECILI  satilir
,Binanin yaxinliginda mekteb baxca supermarket var
,Qaz su isiq daimidir
,kupca var
,Ofis haqqi 1%
,Pesekar Emlakci (vasiteci) Terefinden yuksek keyfiyyetli qarsilama ve xidmet isinizi pesekar yerine yetirmek menzilin alqi satqisi xususi isci heyyetimiz terefinden heyata kecirilir !!!",Köhnə tikili,3 / 5,55 m²,2,var,var
Elanın nömrəsi: 3719198,https://bina.az/items/3719198,"Yeniləndi: Dünən 11:05 ,Baxışların sayı: 1620",Yeniləndi: Dünən 11:05 ,"Satılır 3 otaqlı köhnə tikili 70 m², İçəri Şəhər m.",mülkiyyətçi,169 000,AZN,"TƏCİLİ İPOTEKAYA YARARLI MƏNZİL SATILIR!
,Şəhərin mərkəzində, Nəriman Nərimanov heykəlinin yanında şəhərə gözəl panoraması olan və qarşısı qapanmayan 3 otaqlı orta təmirli mənzil satılır. Mənzil 8 və 9 mərtəbələrdə yerləşir, ümumi sahəsi 70 kv.m., istilik sistemi kombidir. Mənzil hazırda kirayədədir. Qiymətdə endirim olacaq. ",Köhnə tikili,8 / 9,70 m²,3,var,var
Elanın nömrəsi: 3856754,https://bina.az/items/3856754,"Yeniləndi: Dünən 10:27 ,Baxışların sayı: 217",Yeniləndi: Dünən 10:27 ,"Satılır 2 otaqlı köhnə tikili 60 m², Hövsan q.",vasitəçi (agent),75 000,AZN,Hövsan qəsəbəsi portun binalari və 76 sayli rus məktəbinə yaxın ərazidə Lelinqrad layihəli 5 mərtəbəli binanın 2 ci mərtəbəsində orta blokda təmirli 2 otaqdan 3 ə düzəlmə mənzil satışa çıxdı.Mənzil təmirlidir.Ətraflı məlumat üçün əlaqə saxlaya və ya whatsappa yaza bilərsiz.,Köhnə tikili,2 / 5,60 m²,2,var,var
Elanın nömrəsi: 3551439,https://bina.az/items/3551439,"Yeniləndi: Dünən 10:28 ,Baxışların sayı: 1273",Yeniləndi: Dünən 10:28 ,"Satılır 3 otaqlı köhnə tikili 90 m², Nəsimi m.",vasitəçi (agent),164 000,AZN,"Vorovskide Milyonerlər məhəlləsində 9 mərtəbəli Lelinqrad  layihəli binadan 8ci mərtəbə özü üçün təmir etdirilmiş 
,QANUNİ 3 otaqlı mənzil TƏCİLİ olaraq satılır. Həm Əcəmi Həmdə Nəsimi metrosuna piyada məsafədədir.,KUPÇA + butun senedler qaydasndadir ,Yeni temirden cixib.Temirden sonra yasayis olmayib.Teze lift qurasdirilib.Merkezi istilik var.Heyetinde avto dayanacaq ve muhafize var.Genis mehelledir.Bina 52 nomreli avtobusun sonunda yerlesir (Hz Əli məscidinin yanında) Binanin arxasi 20metr mesafede vorovski heyet evlerine baxir.,OFİS HAQQI 1%",Köhnə tikili,8 / 9,90 m²,3,var,var
Elanın nömrəsi: 3651905,https://bina.az/items/3651905,"Yeniləndi: Dünən 10:21 ,Baxışların sayı: 642",Yeniləndi: Dünən 10:21 ,"Satılır 1 otaqlı köhnə tikili 35 m², 7-ci mikrorayon q.",vasitəçi (agent),78 000,AZN, 7mkr.Dərnəgul m.yaxin.Era məktəbinin yaninda.5 mərtəbəli binanin 2ci mərtəbəsində.1 otaqli mənzil satilir.Rahatliqla 2 otaga cevirmək olar.Real alici ilə qiymətdə razilaşmaq olar.Xidmət haqqi 1%,Köhnə tikili,2 / 5,35 m²,1,var,var
Elanın nömrəsi: 3649893,https://bina.az/items/3649893,"Yeniləndi: Dünən 10:22 ,Baxışların sayı: 524",Yeniləndi: Dünən 10:22 ,"Satılır 4 otaqlı köhnə tikili 90 m², Azadlıq Prospekti m.",vasitəçi (agent),155 000,AZN,Azadliq m 5 dəq piyada məsafədə Bolluq bazarinin yaninda leninqrad layihəli binada 2 otaqdan 4 otaga duzəlmə (35 kv artirma) mənzil satilir.Cox əlverişli ərazidə yerləşir.İpotekaya yararli.Xidmət haqqi 1%,Köhnə tikili,1 / 9,90 m²,4,var,yoxdur
Elanın nömrəsi: 3757657,https://bina.az/items/3757657,"Yeniləndi: Dünən 11:05 ,Baxışların sayı: 340",Yeniləndi: Dünən 11:05 ,"Satılır 3 otaqlı köhnə tikili 120 m², Nizami m.",vasitəçi (agent),399 000,AZN,"Şəhərin Mərkəzində. 28 May, Nizami və Sahil metrosu yaxınlığında. Qış parkı, Courtyard hotelinin yanında 3 mərtəbəli Blok girişli Arxitektur binanın 2 ci mərtəbəsində, 5 otaqdan 3 otağa düzəldilmiş mənzil.
,Bina Tarixi Memarlıq Abidəsidir, Dövlət tərəfindən qorunur. Restovrasiya olunub.
,Qeyd edim ki mənzil tam rekonstruksiya olunaraq layihəsi yenilənib. Mənzil yüksək tavanlıdır, və tavanda rəssamlar tərəfindən rəsm çəkilib. Təmirdə Premium klass materiallardan istifadə olunub. Qapı pəncərə sistemi Veka, keramogranit və hamam aksesuarları İspaniya, yangina dayaniqli Alman divar kağızlarından istifadə olunub. Mebellər və Qapılar İtaliyadan gətirilib. Çilçıraqlar Çex isrehsalıdır. Kombi sistemi, su, işıq, qaz, telefon və yüksək sürətli internet daimidir. Böyük açıq eyvanı Qış Parkına baxır. Bəzi xırda mebelləri çıxmaq şərti ilə bütün mebel və avadanlıqlar qiymətə daxildir. Bütün market şəbəkələri yanındadır.
,Sadəcə fikri ciddi olan insanlar zəng etsinlər.",Köhnə tikili,2 / 3,120 m²,3,var,var
Elanın nömrəsi: 3865373,https://bina.az/items/3865373,"Yeniləndi: Dünən 10:29 ,Baxışların sayı: 68",Yeniləndi: Dünən 10:29 ,"Satılır 2 otaqlı köhnə tikili 65 m², Memar Əcəmi m.",vasitəçi (agent),126 800,AZN,"TECILI SATILIR!!
,KUPCALI+IPOTEKAYA YARARLI!!
,QANUNI 2 OTAG!!
,4 MKR dairesi istikbal mebelin ustu olan Leninqrad proyekti olan 9 mertebeli binanin 6ci mertebesinde yerlesen, umumi sahesi 65m2 olan qanuni 2 otagdan ibaret temirsiz menzil satilir!! qaz,su,isiq daimidir!!
,OFIS HAQQI 1200AZN!",Köhnə tikili,6 / 9,65 m²,2,var,yoxdur
Elanın nömrəsi: 3865371,https://bina.az/items/3865371,"Yeniləndi: Dünən 10:28 ,Baxışların sayı: 80",Yeniləndi: Dünən 10:28 ,"Satılır 2 otaqlı köhnə tikili 40 m², Memar Əcəmi m.",vasitəçi (agent),86 000,AZN,"COOX COOX TECILI SATILIR!!!
,Nesimi rayonu 2mkr Memar Ecemi metrosunun yaxinligi Huseynbala Eliyev kucesinde 5/2 mertebesinde (ORTA BLOK) 1 otaqdan 2 otaga ideal sekilde duzeldilmis TEMIRLI menzil tecili satilir.
,Binanin yaxinliginda mekteb,baxca,aptek,geyim magazalari,supermarketler ves. diger iase obyekler movcuddur
,Isiq,Qaz,Su daimdir
,Kupca var
,Alici terefden ofis haqqi 1% teskil edir.",Köhnə tikili,2 / 5,40 m²,2,var,var
Elanın nömrəsi: 3823475,https://bina.az/items/3823475,"Yeniləndi: Dünən 10:29 ,Baxışların sayı: 919",Yeniləndi: Dünən 10:29 ,"Satılır 3 otaqlı köhnə tikili 100 m², Sahil m.",vasitəçi (agent),194 000,AZN,"TARQOVİ CENTER!
,BÜTÜN SƏNƏDLƏR QAYDASINDADIR!
,QEYDİYYATDA HEÇKİM YOXDUR
,PASHA BANKLA üzbəüz binada
,GİRİŞ BLOKDAN!
,Kirayeye 1500 azna vermek olar 
,OFİS HAQQI 1%,ЦЕНТР ТЫРГОВИ!
,ВСЕ ДОКУМЕНТЫ В ПРАВЕ!
,НИКТО НЕ ЗАРЕГИСТРИРОВАЛСЯ
,В здании напротив ПАША БАНК
,ИЗ ВХОДНОГО БЛОКА!,ОФИСНЫЙ КОМИССИЯ 1%",Köhnə tikili,2 / 2,100 m²,3,var,var
Elanın nömrəsi: 3495778,https://bina.az/items/3495778,"Yeniləndi: Dünən 10:29 ,Baxışların sayı: 6431",Yeniləndi: Dünən 10:29 ,"Satılır 3 otaqlı köhnə tikili 90 m², Gənclik m.",vasitəçi (agent),140 000,AZN,"GƏNCLİK METROSUNA 5dəqiqə məsafədə ƏŞYALI Atatürk parkı ilə üzbəüz BRAVO marketin üstü Eksperimental Daş bina
,Skvaznoy mənzil
,KUPÇA + İPOTEKAYA YARARLIDIR
,KİRAYƏ 700-800 azn vererəm
,Qanuni 2 otaq 3 otağa düzəlmə artırması vardır BÜTÜN OTAQLARDA QANUNİ pəncərəsi 
,Ümumi sahəsi 75 kvm,OFİS HAQQI 1%",Köhnə tikili,9 / 9,90 m²,3,var,var
Elanın nömrəsi: 3651125,https://bina.az/items/3651125,"Yeniləndi: Dünən 09:37 ,Baxışların sayı: 301",Yeniləndi: Dünən 09:37 ,"Satılır 5 otaqlı köhnə tikili 170 m², Yasamal r.",vasitəçi (agent),480 000,AZN,"S A T I L I R
,Ünvan :Yasamal  rayonu, Parlament pr ,kecmis Ezizbeyov  heykelinin yani 
,• Növ : Stalinka layihe 
,• Mərtəbə :2/6
,• Otaq : 5 otaq  (2 otaq ve 3 otaq menzilin birlesmesi )
,• Sahə : 170m²
,• Təmir : Təmirli
,• Sənəd : Çıxarış (Kupça)
,• Qiymət : 480.000 ₼,Qeyd : Menzil ESYALİ satilir ",Köhnə tikili,2 / 6,170 m²,5,var,var
Elanın nömrəsi: 3191303,https://bina.az/items/3191303,"Yeniləndi: Dünən 09:38 ,Baxışların sayı: 1569",Yeniləndi: Dünən 09:38 ,"Satılır 5 otaqlı köhnə tikili 196 m², Elmlər Akademiyası m.",vasitəçi (agent),390 000,AZN,"SATILIR !!!!
,Ünvan : Yasamal rayonu,Kazım Kazımzadə küçəsi,""Gömrük""hospitalına yaxın
,Növ : Stalinka layiheli 
,Mərtəbə : 4/4
,Otaq : 5
,Sahə : 196m²
,Təmir : Təmirli
,Qiymət : 390000 AZN,Qeyd ;Duplex mənzil 
",Köhnə tikili,4 / 4,196 m²,5,var,var
