is_near_metro,seller_type_encoded,flat,total_flat,room_count,area_converted,category_encoded,documents_encoded,is_repair_encoded,price
0,0,6,20,4,265.0,0,1,1,650000
1,0,15,17,2,72.0,0,1,1,120000
0,0,2,5,3,47.2,1,1,1,120000
0,0,18,20,3,160.0,0,1,1,390000
1,0,6,12,3,115.0,0,0,1,205000
0,0,15,20,4,176.0,0,0,1,350000
1,0,10,19,3,145.0,0,1,1,420000
0,0,3,8,2,40.0,0,0,1,55500
1,0,5,6,6,165.0,1,1,1,320000
0,0,12,18,3,80.0,0,1,1,165000
0,0,5,17,2,55.0,0,1,1,159000
0,1,3,9,2,55.0,1,1,1,112000
0,0,4,18,3,75.0,0,1,1,190000
0,0,14,18,4,143.0,0,1,1,229500
0,0,2,12,3,84.5,0,1,1,183000
0,0,7,8,3,107.0,0,0,1,350000
1,0,3,5,2,35.0,1,1,1,99000
0,0,9,19,3,130.0,0,1,1,300000
1,0,4,15,3,100.0,0,1,1,250000
1,0,8,16,2,93.0,0,0,0,210000
1,0,4,16,2,65.5,0,1,1,166000
1,0,11,20,3,75.0,0,1,1,120000
1,0,6,21,2,95.0,0,1,0,198000
0,0,16,18,3,103.0,0,1,1,179000
1,0,5,5,3,55.0,1,1,1,92500
0,0,8,9,3,98.0,0,1,1,190000
0,0,8,10,3,82.0,0,1,1,98000
1,0,8,16,3,120.0,0,1,1,267900
0,0,3,12,2,60.0,0,0,1,78000
0,0,11,19,3,100.0,0,1,1,148000
0,0,1,9,2,65.0,1,1,0,100000
0,0,8,12,2,77.0,0,1,1,153000
0,0,12,19,3,95.0,0,1,1,227999
0,0,3,16,3,144.0,0,0,0,230000
0,0,4,7,3,138.0,0,1,0,410000
0,0,8,20,2,63.0,0,1,1,118000
0,0,5,6,3,51.0,0,0,1,55000
0,0,1,9,4,110.0,1,1,1,192000
0,0,8,21,3,104.5,0,0,1,185000
1,0,19,19,2,89.4,0,1,0,176000
1,0,14,18,3,125.0,0,1,1,210000
0,0,4,9,1,34.0,1,1,1,90000
1,0,5,16,4,200.0,0,1,1,520000
1,0,14,22,4,160.0,0,0,0,285000
0,0,10,16,3,85.0,0,0,1,137500
1,0,7,9,5,130.0,1,1,1,180000
1,0,7,12,3,206.0,0,1,1,449900
1,0,12,16,3,145.0,0,1,1,465000
0,1,7,9,2,43.0,1,1,1,85500
0,0,11,17,3,135.0,0,0,1,160000
0,0,8,15,3,95.0,0,0,1,267000
0,0,15,17,3,140.0,0,1,1,215000
0,0,2,10,1,42.0,0,1,1,58000
0,0,3,10,1,41.8,0,1,1,58000
0,0,5,5,3,76.0,1,1,1,139000
0,0,16,16,2,67.0,0,0,1,65000
1,0,6,12,2,60.0,0,1,1,118000
1,0,2,5,3,80.0,1,1,1,192000
1,0,11,14,2,93.0,0,1,1,200000
1,0,10,19,3,110.0,0,1,1,260000
0,0,4,12,2,65.0,0,0,1,118000
0,0,15,19,1,61.0,0,1,1,145000
0,0,3,5,1,32.0,1,1,1,115000
0,0,7,16,3,105.0,0,1,1,230000
0,0,5,9,5,125.0,1,1,1,220000
1,0,9,17,5,220.0,0,1,1,358000
0,0,8,11,2,75.0,0,0,1,93000
1,0,8,9,5,130.0,1,1,1,225000
0,0,3,12,4,188.0,0,1,1,639000
0,0,3,9,4,90.0,1,1,1,170000
1,0,13,16,3,125.0,0,1,1,235000
1,0,10,12,2,75.0,0,1,1,148000
0,0,3,5,2,42.0,1,1,1,83000
1,0,5,16,3,82.5,0,1,1,220000
1,0,4,15,3,170.5,0,1,1,420000
0,0,3,9,3,80.0,1,1,1,160000
1,0,2,15,3,128.0,0,1,1,280000
0,0,8,16,3,60.0,0,1,1,159000
0,0,8,9,3,76.0,1,1,1,115000
0,0,3,9,3,90.0,1,1,1,175000
0,0,15,17,3,115.0,0,1,1,250000
1,0,7,15,2,60.0,0,1,1,118500
0,0,5,18,2,68.0,0,1,1,169000
1,0,12,17,2,60.0,0,0,1,179000
0,0,16,20,3,120.0,0,1,1,249000
1,0,12,16,3,135.0,0,1,1,168000
0,0,16,17,2,70.5,0,1,1,132000
1,0,11,16,3,124.0,0,0,0,297600
1,0,6,18,4,135.0,0,0,1,243000
1,0,3,6,2,67.0,1,1,1,163000
1,0,5,16,3,120.0,0,0,0,290000
0,0,15,16,3,160.0,0,1,1,323000
0,0,12,16,2,60.0,0,0,1,92500
1,0,2,5,2,60.0,1,1,1,162000
0,0,2,4,4,183.0,1,1,1,550000
1,0,12,18,2,65.0,0,1,1,132000
1,0,5,5,2,40.0,1,1,1,107000
1,0,16,19,3,103.0,0,1,1,176000
0,0,8,16,4,168.0,0,0,1,399999
0,0,17,17,4,400.0,0,1,1,275000
0,0,14,17,3,140.0,0,1,1,495000
1,0,6,15,4,181.0,0,0,0,299000
0,0,14,18,2,58.0,0,1,1,195000
1,0,1,5,1,35.0,1,1,1,79500
0,0,15,18,2,70.0,0,1,1,160000
1,0,9,15,2,65.0,0,0,1,148000
0,0,15,17,3,190.0,0,1,1,300000
1,0,2,9,2,60.0,1,1,1,114000
1,0,2,3,2,50.0,1,1,1,115000
1,0,7,20,2,80.0,0,1,1,115000
0,0,10,17,2,53.0,0,1,1,110000
0,0,12,19,3,127.0,0,0,1,295000
1,0,5,5,2,55.0,1,1,1,115000
0,0,11,16,4,125.5,0,1,0,376500
0,0,3,12,3,73.0,0,0,1,83000
0,0,19,22,3,140.0,0,1,1,309000
1,0,5,17,3,115.0,0,1,1,330000
0,0,12,19,2,60.0,0,0,1,172000
1,0,3,9,4,110.0,1,1,1,218000
0,0,7,9,2,65.0,1,1,1,143000
0,0,8,17,2,68.0,0,1,1,179000
0,0,3,22,3,123.0,0,0,1,205000
1,0,4,14,3,110.0,0,1,1,270000
1,0,8,12,2,79.0,0,1,1,152900
1,0,1,9,4,105.0,1,1,1,185000
1,0,16,18,2,90.0,0,0,1,145000
0,1,6,16,3,100.0,0,0,0,99000
0,0,5,5,2,45.0,1,1,1,103000
0,0,5,17,2,97.0,0,1,0,197000
0,0,6,7,2,46.0,0,0,1,55000
0,0,4,16,4,200.5,0,1,1,650000
1,0,14,16,3,100.0,0,1,1,239900
0,1,13,19,4,141.0,0,1,1,347500
1,0,8,20,3,130.0,0,1,1,265000
0,0,5,5,2,60.0,1,1,1,95000
1,0,13,18,2,61.0,0,1,1,129000
0,0,4,5,2,60.0,1,1,1,141000
0,0,7,16,2,114.0,0,1,0,218000
0,0,5,16,3,147.0,0,1,1,350000
0,0,17,18,3,109.0,0,1,1,246000
0,0,15,18,2,110.0,0,1,1,210000
0,0,4,18,2,84.0,0,1,0,185000
0,0,9,16,2,63.0,0,0,1,175000
0,0,16,17,5,235.0,0,1,1,738500
1,0,5,5,2,45.0,1,1,1,84000
0,0,25,27,3,146.0,0,1,0,295000
1,0,9,17,2,63.0,0,0,1,168000
1,0,4,16,3,157.0,0,1,1,362000
0,0,3,8,3,70.0,0,0,1,82000
1,0,14,22,3,139.0,0,1,1,330000
0,0,2,4,2,25.0,1,1,1,69000
1,0,8,9,3,75.0,1,1,1,175000
1,0,6,19,3,139.0,0,1,1,265000
0,0,3,4,2,40.0,0,1,1,55000
0,0,12,16,4,175.0,0,1,1,365000
0,0,6,10,3,118.0,0,0,0,240000
0,0,3,18,2,90.0,0,1,1,175000
1,0,13,17,3,101.0,0,1,1,265000
1,0,16,16,2,50.0,0,1,1,95000
1,0,6,6,2,58.0,0,1,0,178000
0,0,3,17,2,59.0,0,1,1,136000
0,0,6,6,2,60.0,0,1,0,178500
0,0,9,9,3,70.0,1,1,1,155000
0,0,3,17,2,93.0,0,1,1,220000
1,0,5,15,3,141.0,0,1,1,285000
0,0,5,17,2,75.0,0,0,1,240000
0,0,16,18,3,125.0,0,1,0,210000
1,0,8,17,3,92.0,0,0,1,270000
1,0,11,16,3,100.0,0,1,1,299000
0,0,10,17,4,227.0,0,1,0,306000
1,0,3,4,2,80.0,1,1,1,199000
0,0,15,19,2,70.0,0,0,1,167000
1,0,15,16,3,75.0,1,1,1,89900
0,0,4,9,3,120.0,0,0,0,245000
1,0,11,17,3,130.0,0,1,1,217000
1,0,10,18,3,135.0,0,1,1,355000
1,0,5,16,3,122.0,0,1,1,365000
0,0,4,4,3,95.0,1,1,1,282999
1,0,17,17,2,75.0,0,0,1,105000
0,0,8,16,2,75.0,0,1,1,177000
1,0,2,16,2,95.0,0,1,1,230000
0,0,10,13,3,60.0,0,1,1,193000
0,0,8,24,3,158.0,0,0,1,650000
1,0,8,16,2,53.0,0,0,1,150000
1,0,10,14,2,65.0,0,0,1,130000
0,0,1,3,3,30.0,1,1,0,55000
1,0,11,17,3,135.5,0,1,0,243000
0,0,8,14,3,99.0,0,0,1,330000
0,0,7,9,4,115.0,1,1,1,124000
1,0,3,3,3,87.0,1,1,1,230000
1,0,7,16,2,94.0,0,1,1,240000
1,0,8,9,5,105.0,1,1,1,150000
0,1,8,9,2,61.0,1,1,1,90000
1,1,5,18,2,68.0,0,1,1,169000
1,0,4,11,2,60.0,0,0,1,120000
1,0,8,17,3,79.0,0,1,1,199000
1,0,7,16,3,135.0,0,1,1,210000
0,0,11,17,3,78.0,0,1,1,180000
0,0,7,9,3,60.0,1,1,1,135000
1,0,6,16,3,126.0,0,1,1,240000
1,0,10,18,3,140.0,0,0,1,222000
0,0,9,9,2,65.0,1,1,1,102000
0,0,15,16,2,55.0,0,1,1,84900
0,0,12,17,2,85.0,0,1,1,168000
0,0,7,14,4,207.0,0,1,1,450000
0,0,16,18,4,161.0,0,1,0,309000
0,0,13,14,2,84.0,0,0,0,83000
0,0,4,4,2,40.0,1,1,1,220000
0,0,8,12,2,80.0,0,1,1,152000
0,0,8,12,4,126.0,0,1,1,160000
0,0,16,18,2,90.0,0,1,1,245000
1,0,12,18,4,135.0,0,1,1,260000
1,0,14,18,3,166.0,0,1,0,330000
1,0,6,18,3,111.9,0,1,1,189000
1,0,14,16,3,126.0,0,1,1,230000
1,0,10,16,6,215.0,0,1,0,645000
1,0,7,16,3,105.0,0,1,1,230000
0,0,12,17,2,100.0,0,1,1,155000
0,0,7,11,3,116.0,0,1,1,225000
0,0,5,16,3,118.5,0,0,0,280000
0,0,10,14,2,55.0,0,0,1,185000
1,0,3,5,3,62.0,1,1,1,175000
0,0,2,5,2,44.0,1,1,1,145000
0,0,2,5,3,120.0,1,1,1,578000
0,0,7,16,3,149.5,0,1,1,330000
1,0,2,12,2,60.0,0,0,1,117500
1,0,16,18,3,80.0,0,1,1,175000
1,0,2,5,4,110.0,1,1,1,350000
0,0,8,12,2,82.0,0,1,1,151000
0,0,8,19,2,88.0,0,1,1,190000
0,0,15,21,3,125.0,0,0,0,233000
0,0,5,18,2,105.0,0,1,1,205000
1,0,8,9,3,85.0,1,1,1,175000
1,0,14,18,3,97.0,0,0,1,239000
1,0,17,17,4,210.0,0,1,0,347000
0,0,6,18,3,133.0,0,1,1,263000
0,0,1,17,2,62.0,0,1,1,140000
1,0,10,19,3,107.0,0,1,1,260000
1,0,4,9,1,35.0,1,1,1,90000
0,0,10,27,3,106.0,0,1,1,300000
0,0,15,19,2,65.0,0,1,1,215000
0,0,6,19,2,111.0,0,1,1,204000
0,0,7,17,4,150.0,0,1,1,270000
1,0,10,19,3,135.0,0,1,1,250000
1,0,3,14,3,115.0,0,1,1,285000
0,0,3,5,2,40.0,1,1,1,99000
1,0,10,16,3,140.0,0,1,0,280000
0,0,11,19,3,127.0,0,0,1,295000
0,0,8,8,3,70.0,0,0,1,54000
1,0,9,9,3,80.0,1,1,1,128000
1,0,15,17,3,93.0,0,1,1,187000
0,0,3,5,2,40.0,0,0,1,50000
0,0,10,13,4,200.0,0,1,1,520000
1,0,9,17,3,117.0,0,1,1,225000
0,0,4,5,4,95.0,1,1,1,207000
0,0,4,17,3,94.0,0,1,1,226000
0,0,21,27,3,148.0,0,1,1,400000
1,0,1,5,3,70.0,1,1,1,133000
0,0,5,17,2,75.0,0,1,1,190000
0,0,4,18,2,100.0,1,1,1,180000
0,0,7,8,2,50.0,0,0,1,62000
0,0,7,16,2,96.0,0,1,1,228000
1,0,7,14,4,141.0,0,1,1,350000
1,0,11,17,2,75.0,0,1,1,148900
1,0,8,12,2,57.0,0,0,1,198000
0,1,7,16,3,103.0,0,1,1,218000
1,0,10,14,2,105.0,0,1,1,165000
0,1,9,19,3,115.0,0,1,1,155000
0,0,9,18,3,174.0,0,1,0,449000
0,0,6,27,2,102.0,0,1,1,325000
0,0,5,20,3,150.0,0,1,0,310000
0,0,2,16,2,60.0,0,1,1,125000
0,0,3,18,3,155.0,0,0,0,280000
1,0,3,16,2,60.0,0,1,1,110000
1,0,3,14,2,110.0,0,1,1,185000
0,0,6,12,3,111.5,0,0,1,205000
1,0,11,14,3,117.0,0,1,1,280000
1,0,19,20,2,66.0,0,1,1,132000
0,0,4,10,4,208.0,0,1,0,676000
1,0,3,5,1,40.0,1,1,1,87000
0,0,10,20,2,64.0,0,0,1,165000
0,0,10,14,2,102.0,0,1,1,165000
1,0,3,15,3,138.0,0,1,1,305000
0,0,5,10,3,85.0,1,1,1,245000
0,0,13,17,2,47.1,0,1,1,125000
0,0,13,18,2,72.0,0,1,1,130000
0,0,6,16,3,105.0,0,1,1,210000
0,0,6,9,2,75.0,1,1,1,126900
0,0,11,13,4,295.0,0,1,1,849900
1,0,7,15,2,97.0,0,1,1,228000
1,0,6,20,2,46.0,0,0,0,115000
0,0,8,17,2,113.1,0,0,0,215000
1,0,9,18,4,211.0,0,0,0,230000
0,0,16,19,3,170.0,0,1,1,390000
1,0,19,24,5,226.0,0,1,0,330000
1,0,14,18,3,130.0,0,1,1,285000
1,0,9,9,4,120.0,1,1,1,215000
1,0,15,19,4,165.0,0,1,1,430000
0,0,6,16,2,90.0,0,0,1,220000
1,0,11,16,3,111.0,0,0,0,235000
0,0,8,17,2,88.0,0,1,1,215000
0,1,16,20,2,50.0,0,1,1,98000
1,0,13,17,1,45.0,0,1,1,130000
0,0,4,16,3,91.0,0,1,1,115000
0,0,5,5,3,61.8,0,0,1,57000
1,0,5,11,2,75.0,0,1,1,207000
1,0,14,18,3,135.0,0,1,1,258000
1,0,15,15,3,120.0,0,1,1,237000
0,0,15,15,3,85.0,0,1,1,180000
1,0,6,17,3,139.0,0,1,0,276000
0,0,10,17,2,110.0,0,1,1,257000
0,0,24,28,8,650.0,0,1,1,1600000
1,0,8,16,2,65.0,0,1,1,147000
0,0,8,9,2,55.0,1,1,1,98000
0,0,8,9,7,405.0,0,1,1,1360000
1,0,5,5,3,82.0,1,1,1,162000
1,0,6,17,3,115.0,0,1,1,320000
1,0,15,19,2,90.0,0,1,1,149500
1,0,15,18,3,172.0,0,1,0,258000
0,0,7,16,4,180.0,0,1,1,328000
0,0,5,17,2,70.0,0,1,1,85000
1,0,16,17,3,115.0,0,0,1,255000
1,0,15,17,3,133.0,0,0,1,255000
1,0,9,16,2,88.0,0,0,0,145000
0,0,2,12,3,90.0,0,1,1,149000
0,0,9,15,2,65.0,0,0,1,148000
0,0,3,17,2,90.0,0,1,1,200000
0,0,8,16,2,80.0,0,1,0,240000
1,0,12,17,3,90.0,0,1,0,178000
0,0,10,11,2,55.0,0,1,1,136000
0,0,11,13,2,97.0,0,1,0,218000
1,0,5,5,3,51.0,1,1,1,93000
1,0,9,17,3,95.0,0,1,1,225000
0,0,11,17,2,88.0,0,1,1,221000
0,0,2,4,3,75.0,0,0,1,95000
0,0,3,12,3,136.0,0,1,0,209000
0,0,7,16,2,104.0,0,0,1,146000
0,0,13,16,1,44.0,0,1,1,127000
1,0,12,16,1,72.0,0,0,0,110000
1,0,14,17,3,110.0,0,1,1,340000
0,0,6,16,3,177.0,0,0,0,257000
0,0,9,9,2,65.0,1,1,1,120000
0,0,9,9,3,85.0,1,1,1,138000
1,0,1,6,2,60.0,0,0,1,100000
0,0,10,12,4,191.0,0,1,0,200000
0,0,15,16,1,35.6,0,1,1,39000
0,0,11,14,2,94.0,0,1,1,200000
0,0,5,8,4,205.0,0,0,0,485000
0,0,21,21,3,71.0,0,1,1,110000
0,0,5,8,4,182.4,0,0,0,547200
0,0,5,9,2,57.0,1,1,1,115000
0,0,4,8,3,125.0,0,0,0,387500
0,0,11,14,2,93.0,0,1,1,200000
1,0,8,9,1,44.0,1,1,1,85000
0,0,5,5,3,60.0,1,1,1,130000
0,0,5,15,2,60.0,0,0,1,105000
1,0,7,9,3,60.0,1,1,1,114000
1,0,3,17,3,84.0,0,0,1,240000
0,0,11,13,1,44.0,0,0,0,80000
0,0,15,16,3,91.0,0,0,1,290000
0,0,16,19,2,48.0,0,1,1,117000
0,0,8,17,3,150.0,0,1,1,320000
0,0,10,18,3,135.0,0,1,1,285000
0,0,8,9,3,60.0,1,1,1,154500
1,1,7,16,3,82.0,0,0,1,139400
1,0,5,7,2,72.0,0,1,0,185000
1,0,4,5,2,60.0,1,1,1,160000
0,0,10,16,2,73.0,0,0,0,105000
1,0,15,18,4,195.0,0,0,1,460000
1,0,12,16,4,174.0,0,1,0,275000
1,0,5,20,3,90.0,0,0,1,230000
1,0,16,16,3,115.0,0,1,1,239000
0,0,8,9,2,80.0,0,0,0,113000
1,0,9,20,3,143.0,0,1,1,249000
1,0,6,6,3,120.0,0,1,1,450000
0,0,8,16,3,128.6,0,1,0,261500
1,0,7,17,2,100.0,0,1,1,219900
0,0,17,18,1,68.7,0,0,0,145000
1,0,5,5,3,90.0,1,1,1,230000
1,0,5,16,3,118.0,0,1,1,245000
1,0,16,16,3,171.0,0,0,0,275000
1,0,2,10,3,115.0,0,1,0,184000
0,0,14,16,3,80.0,0,1,1,159500
0,0,2,2,3,75.0,1,1,1,170000
0,0,11,17,2,83.0,0,1,1,149500
1,0,10,15,3,114.0,0,0,0,170000
0,0,9,16,3,120.0,0,1,1,220000
1,0,12,12,3,95.0,0,1,1,230000
1,0,17,20,2,101.0,0,1,1,265000
0,0,2,6,2,35.0,0,0,1,48000
1,1,2,17,2,54.0,0,1,1,132000
0,0,1,4,2,51.0,0,0,1,57000
1,0,13,16,2,93.0,0,0,1,152000
1,0,5,18,3,142.3,0,1,0,363000
0,0,4,16,3,95.0,0,1,1,220000
0,0,7,9,2,59.0,1,1,1,120000
0,0,3,7,5,265.0,0,0,0,583000
1,0,3,14,3,116.0,0,1,1,285000
1,0,1,9,4,80.0,1,1,1,163000
1,0,9,10,8,884.0,0,1,1,1450000
1,0,10,20,3,147.0,0,1,1,258000
1,0,9,17,3,135.0,0,1,1,270000
1,0,3,10,2,50.0,1,1,1,105000
0,0,12,17,2,60.0,0,1,1,78000
0,1,8,9,1,34.0,1,1,1,88500
0,0,6,11,3,84.0,0,1,1,94000
0,0,3,15,2,78.0,0,1,1,189000
0,0,8,16,3,160.9,0,1,1,285000
1,0,6,17,4,180.0,0,0,0,255000
1,0,12,17,3,125.0,0,0,1,304000
0,0,2,4,2,30.0,1,1,1,70000
1,0,17,17,4,165.0,0,1,1,249500
0,0,16,17,2,58.0,0,0,1,118000
1,1,4,17,3,157.0,0,0,0,274750
0,0,3,14,3,120.0,0,1,1,285000
0,0,14,16,3,77.0,0,1,1,120000
0,0,10,16,3,148.0,0,1,0,340000
1,0,15,17,3,140.0,0,1,1,298000
0,0,7,17,2,62.0,0,0,1,145000
0,0,7,8,3,100.0,0,1,1,257000
0,0,6,12,3,100.0,1,1,1,189000
1,0,10,18,2,65.0,0,1,1,165000
1,0,11,17,3,105.0,0,1,1,250000
0,0,5,5,3,87.0,0,1,1,152000
0,0,2,19,2,63.0,0,1,1,147999
1,0,7,9,2,60.0,1,1,1,143000
1,0,9,14,3,134.0,0,1,1,313000
0,0,2,10,3,94.0,0,1,1,180000
0,1,10,17,4,203.0,0,1,0,500000
0,0,3,5,3,80.0,1,1,1,95000
0,1,2,9,2,51.0,0,0,1,73900
0,0,4,4,3,70.0,1,1,1,220000
1,0,8,19,2,65.0,0,1,1,180000
1,0,8,18,3,120.0,0,1,1,185000
0,0,4,4,3,65.0,1,1,1,125000
0,0,1,3,2,35.0,1,1,1,67000
0,0,11,12,2,93.0,0,1,1,150000
1,0,5,20,2,52.0,0,1,0,135000
1,0,4,14,3,134.0,0,1,1,315000
0,1,1,5,3,70.0,1,1,1,145000
0,0,9,9,4,180.0,1,1,1,250000
0,0,15,18,2,100.0,0,1,1,265000
1,0,10,18,3,170.0,0,1,0,300000
1,0,12,19,3,85.0,0,1,1,198000
0,0,3,6,3,54.0,0,0,1,66000
0,0,11,17,6,320.0,0,1,1,790000
0,0,4,16,2,84.0,0,0,1,212000
1,0,9,14,3,116.0,0,1,0,210000
0,0,1,3,2,30.0,1,1,1,60000
1,0,5,16,3,128.0,0,1,1,325000
1,0,19,19,3,124.0,0,1,1,230000
0,0,8,12,1,69.3,0,0,0,182000
1,0,8,12,3,130.0,0,0,0,273000
1,0,11,18,3,112.0,0,0,1,320000
1,0,9,16,3,120.2,0,0,1,260000
0,0,10,14,4,201.0,0,1,1,385000
0,0,17,17,4,186.0,0,1,1,350000
0,0,5,5,3,58.0,1,1,1,95000
0,0,3,5,2,58.0,1,1,1,115000
1,0,15,17,3,135.0,0,0,1,300000
0,0,10,17,4,155.0,0,0,0,220000
0,0,5,7,3,95.0,0,0,1,278000
1,0,3,9,1,36.0,1,1,1,81000
0,0,10,19,3,145.0,0,1,1,255000
0,0,5,8,4,215.0,0,1,0,410000
0,0,4,17,3,130.0,0,1,1,210000
1,0,5,9,3,82.0,1,1,1,185000
0,0,3,5,2,42.0,1,1,1,90000
0,0,15,15,3,87.0,0,0,1,135000
0,0,12,16,3,145.0,0,1,1,300000
0,0,17,17,3,113.0,0,1,1,148000
0,1,11,12,3,133.0,0,0,0,145000
0,0,8,16,3,150.0,0,1,1,310000
0,0,6,14,3,125.0,0,0,0,235000
1,0,1,4,1,30.0,1,1,1,62000
1,0,8,17,2,79.0,0,0,0,172000
0,1,3,15,4,156.0,0,1,1,398000
0,0,4,17,3,118.0,0,1,1,220000
0,0,11,20,2,110.0,0,1,1,310000
0,0,10,18,3,103.0,0,1,1,187000
1,0,6,18,2,55.0,0,1,1,140000
1,0,9,14,3,108.0,0,0,1,250000
1,0,9,13,3,85.0,0,1,1,178000
1,0,9,9,2,51.0,1,1,1,95000
0,0,19,21,4,155.0,0,1,1,275000
1,0,8,10,2,100.0,1,0,1,185000
1,0,1,9,1,45.0,1,1,1,121000
1,1,6,16,3,100.0,0,1,1,250000
0,0,2,5,2,55.0,1,1,1,100000
1,0,16,18,3,116.0,0,1,1,280000
0,0,2,16,2,58.0,0,1,1,180000
1,0,11,17,3,77.0,0,0,1,139000
1,0,5,5,3,65.0,1,1,1,104000
1,0,5,17,3,130.0,0,1,1,210000
1,0,3,5,3,50.0,1,1,1,137000
0,0,13,16,2,100.0,0,1,1,295000
0,0,5,9,2,65.0,0,1,1,128000
1,1,10,10,2,47.0,1,1,1,135000
1,0,16,17,2,58.0,0,1,1,118000
1,0,11,15,2,53.0,0,0,1,92000
1,0,4,5,3,60.0,1,1,1,185000
1,1,7,12,2,66.0,0,1,1,214000
0,0,5,16,2,90.0,0,1,1,188000
0,0,12,16,2,68.0,0,1,1,90000
1,0,8,9,2,42.0,1,1,1,103000
0,0,3,12,3,90.0,0,1,1,102000
1,0,16,18,2,103.0,0,0,1,185000
1,0,3,5,2,40.0,1,1,1,83000
1,0,6,21,4,194.0,0,1,1,715000
1,0,10,20,2,81.5,0,0,0,160000
0,0,4,19,3,157.0,0,1,1,195000
1,0,12,17,3,125.0,0,1,1,235000
0,0,12,16,3,145.0,0,1,0,303000
1,0,10,24,4,250.0,0,1,1,1700000
0,0,2,9,2,63.0,1,1,1,123000
1,0,4,16,3,135.0,0,1,1,419000
1,0,12,19,4,200.0,0,1,1,675000
0,0,9,9,2,66.0,1,1,1,88000
1,0,17,17,1,68.0,0,0,1,145000
1,0,3,5,2,65.0,1,1,1,120000
0,0,10,18,2,94.0,0,1,0,220000
1,0,3,16,4,162.0,0,1,1,360000
1,0,10,17,2,43.0,0,1,1,130000
0,1,17,17,4,186.0,0,1,0,354000
0,0,6,18,3,90.0,0,0,0,199990
1,0,7,16,3,135.0,0,0,0,290000
0,0,3,9,2,65.0,1,1,1,130900
1,0,17,21,4,165.0,0,1,1,420000
0,0,9,17,3,92.0,0,1,1,179000
1,0,15,15,3,137.0,0,1,0,265000
0,0,11,17,2,78.7,0,1,1,194000
0,0,2,16,2,60.0,0,1,1,145000
1,0,16,17,5,125.0,0,1,1,244000
0,0,8,9,3,90.0,1,1,1,135000
0,0,9,9,2,60.0,1,1,1,103000
1,0,8,15,2,67.0,0,0,0,190000
1,0,2,16,3,105.0,0,1,1,184000
0,1,6,16,3,95.1,0,0,0,240000
1,1,6,8,3,50.0,0,0,1,105000
0,0,8,20,2,50.3,0,0,1,125000
1,0,13,16,3,145.0,0,1,1,235000
0,0,8,12,2,82.0,0,1,1,150000
0,0,1,10,3,60.0,1,1,1,110000
0,0,16,19,3,159.0,0,1,1,340000
1,0,15,16,4,178.0,0,1,1,380000
1,1,17,17,5,200.0,0,1,1,750000
0,0,5,15,3,69.0,0,1,1,109600
0,0,5,8,3,84.0,0,1,1,97000
0,0,16,17,2,97.0,0,0,0,159000
1,0,8,13,4,165.0,0,1,1,540000
1,0,17,19,4,160.0,0,1,1,362500
1,0,5,16,3,75.0,0,1,1,179500
1,0,2,11,3,143.0,0,1,1,230000
0,0,2,9,4,185.0,0,1,1,285000
1,0,4,5,3,118.0,0,1,1,224000
1,0,10,17,2,60.0,0,1,1,150000
0,0,11,20,2,75.0,0,0,1,149000
1,0,15,17,5,300.0,0,1,1,499000
1,0,1,9,2,65.0,1,1,1,126000
1,0,4,5,2,53.0,1,1,1,108000
1,0,4,22,2,78.0,0,0,0,148000
0,1,13,13,2,55.0,0,1,1,62000
1,0,2,9,3,80.0,1,1,0,230000
0,0,2,5,2,50.0,1,1,1,110000
1,0,15,16,3,192.0,0,0,1,300000
1,0,1,5,2,64.0,1,1,1,155000
0,0,9,9,4,100.0,1,1,0,175000
1,0,7,17,2,95.0,0,1,1,214000
1,0,3,5,3,55.0,1,1,1,137000
1,0,8,17,3,115.0,0,1,1,255000
0,0,3,9,2,60.0,1,1,1,97000
0,0,12,16,2,63.3,0,0,1,169900
1,0,10,12,3,104.0,0,0,0,230000
1,0,8,16,3,103.0,0,1,0,184500
1,0,1,3,3,50.0,1,1,1,135000
1,0,3,5,2,36.0,1,1,1,85000
0,0,17,19,3,124.0,0,1,1,260000
0,1,5,5,3,100.0,0,0,1,85000
0,0,11,16,5,175.0,0,1,1,297000
1,0,12,17,4,170.0,0,1,1,300000
0,0,15,20,2,55.0,0,1,1,130000
0,0,2,17,4,200.0,0,1,1,410000
1,0,5,5,2,50.0,1,1,1,89000
0,0,6,16,3,75.0,0,1,1,105000
0,0,7,20,3,170.0,0,1,1,350000
0,1,5,5,3,82.0,1,1,1,162000
1,0,4,5,4,150.0,1,1,1,250000
1,0,14,16,3,126.0,0,1,1,235000
0,0,9,17,4,259.0,0,1,0,479000
1,0,3,3,1,18.0,1,1,1,75000
1,0,2,9,3,60.0,1,1,1,105000
1,0,3,3,2,40.0,1,1,1,160000
0,0,9,20,3,110.0,0,1,1,148000
0,0,17,22,3,200.0,0,0,1,600000
1,0,2,3,2,55.0,1,1,1,114500
0,0,3,7,2,65.0,1,0,1,71000
1,0,15,16,4,180.0,0,1,1,354500
1,0,3,9,3,80.0,1,1,1,154000
0,0,3,5,3,55.0,1,1,1,118000
1,0,8,10,2,63.0,0,1,1,140000
1,0,4,5,2,54.0,1,1,1,109000
1,1,7,12,2,85.0,0,1,1,188500
0,0,6,6,2,32.0,1,1,1,88000
0,0,9,9,2,64.0,0,1,1,132000
1,0,5,9,3,57.0,1,1,1,126000
1,0,9,13,3,135.0,0,1,1,315000
