is_near_metro,seller_type_encoded,flat,total_flat,room_count,area_converted,category_encoded,documents_encoded,is_repair_encoded,price
1,0,13,18,2,106.0,0,1,1,148000
1,0,10,18,3,134.0,0,0,1,221000
0,0,7,27,4,148.0,0,1,1,395000
0,0,15,17,3,115.0,0,0,1,350000
1,0,4,18,2,70.0,0,1,1,190000
0,0,20,22,4,142.0,0,1,1,205000
0,0,5,15,4,198.0,0,0,0,395000
1,0,1,13,3,65.0,0,1,1,125000
1,0,13,19,4,146.0,0,1,1,335000
0,0,7,17,2,75.0,0,1,1,189000
0,0,5,17,1,57.0,0,1,1,143000
0,0,4,18,3,128.0,0,1,1,315000
0,0,6,19,2,52.0,0,1,1,145000
1,0,19,20,3,135.0,0,1,1,355000
0,0,2,16,2,92.0,0,1,1,230000
0,0,13,17,3,83.0,0,0,1,149000
1,0,17,18,5,165.0,0,1,1,300000
1,0,5,17,4,174.0,0,1,1,360000
0,1,8,13,3,75.0,0,1,1,195000
0,0,7,21,2,43.0,0,1,1,117000
0,0,15,17,3,115.0,0,1,1,265000
1,0,5,20,2,75.0,0,1,1,130000
1,1,15,16,2,61.0,0,0,1,131000
0,0,16,16,2,92.0,0,0,0,153000
1,0,8,9,3,130.0,0,1,1,325000
1,0,8,17,3,55.0,0,1,1,135000
0,0,1,10,3,75.4,0,0,1,76000
1,0,5,16,2,72.0,0,0,1,157000
0,0,6,20,3,110.0,0,1,1,230000
0,0,16,17,1,55.0,0,1,1,112000
1,0,6,17,3,145.0,0,0,1,255000
0,0,15,16,3,110.0,0,0,1,227000
0,0,9,16,2,68.0,0,1,1,194000
0,0,5,18,2,75.0,0,0,1,170000
1,0,5,17,3,78.0,0,0,1,179000
1,0,13,17,2,95.0,0,1,1,177000
1,0,14,17,3,108.0,0,1,1,170000
1,0,12,19,4,190.0,0,1,1,399000
0,0,9,10,4,190.0,0,1,1,330000
0,0,17,18,2,68.0,0,0,1,142000
0,0,17,21,4,190.0,0,1,1,520000
0,0,15,17,7,270.0,0,1,1,690000
0,0,12,16,6,325.0,0,1,1,600000
1,0,3,16,3,124.0,0,1,1,220000
0,0,16,16,3,116.0,0,1,1,300000
0,0,5,19,3,106.0,0,0,1,285000
1,0,15,19,2,70.0,0,0,1,175000
0,0,13,19,3,98.0,0,1,1,185000
1,0,19,19,4,160.0,0,1,1,300000
0,0,17,18,3,150.0,0,1,1,310000
1,0,6,16,2,67.0,0,0,1,220000
1,0,11,18,4,171.0,0,0,0,462000
1,0,6,16,2,40.0,0,0,1,155000
0,0,16,19,3,138.0,0,1,1,360000
0,0,12,15,2,57.0,0,0,1,159000
1,0,15,17,3,120.0,0,1,1,300000
1,0,5,5,3,72.0,0,1,1,119000
1,0,16,18,4,150.0,0,1,1,320000
1,0,8,12,4,190.0,0,1,1,400000
1,0,10,14,2,60.0,0,0,1,130000
1,0,2,4,2,72.0,0,0,1,119000
0,0,12,17,4,156.0,0,0,0,319800
0,0,8,16,3,148.0,0,1,1,295000
0,0,6,17,3,149.0,0,1,0,340000
0,0,7,17,3,125.0,0,0,1,378000
0,0,18,20,4,250.0,0,1,1,999000
0,0,8,12,2,70.0,0,1,1,170000
0,0,8,18,3,133.0,0,1,1,265000
0,0,6,17,4,134.0,0,0,1,248000
1,0,3,16,3,130.0,0,1,1,320000
1,0,9,16,3,114.0,0,1,1,229000
0,0,15,17,2,100.0,0,0,0,175000
0,0,14,17,3,144.0,0,0,0,340000
0,0,8,16,1,50.0,0,0,1,110000
0,0,10,20,3,123.0,0,0,1,295000
1,0,5,17,3,127.0,0,1,1,410000
0,0,5,19,3,162.0,0,1,0,312000
1,0,20,20,3,90.0,0,0,1,135000
0,0,2,32,2,96.0,0,1,1,816000
0,0,5,17,4,165.0,0,1,1,350000
0,0,8,12,2,77.0,0,1,1,152000
0,0,10,16,4,200.0,0,1,1,420000
0,0,20,20,4,155.0,0,1,1,269000
1,0,8,15,3,93.0,0,0,1,270000
0,0,6,7,3,122.0,0,1,0,317000
0,0,14,18,3,114.0,0,1,1,309000
0,0,18,19,1,67.0,0,0,0,100500
1,0,11,17,3,137.1,0,0,0,300000
1,0,20,21,4,260.0,0,1,0,330000
1,0,7,16,3,99.0,0,0,0,287000
0,0,8,19,3,135.0,0,1,1,299000
0,0,11,16,3,82.0,0,1,1,239000
0,0,6,16,2,85.0,0,1,1,135000
0,0,3,7,5,192.3,0,0,0,499000
0,0,12,16,2,55.0,0,1,1,145000
0,0,14,16,2,68.0,0,1,1,178000
0,0,16,17,2,68.0,0,0,1,193000
1,0,15,16,2,78.5,0,1,1,165000
0,0,4,16,3,68.0,0,1,1,166000
0,0,6,17,4,165.0,0,1,0,396000
1,0,3,16,4,174.0,0,0,0,245000
1,0,8,17,3,132.5,0,0,0,171000
1,0,12,16,3,120.0,0,0,1,237000
1,0,8,16,4,156.4,0,0,0,201000
1,0,7,11,3,83.0,0,0,1,160000
1,0,6,12,3,102.0,0,1,0,385000
0,0,6,12,3,151.0,0,1,1,379000
0,0,14,20,3,130.0,0,0,1,325000
1,0,16,20,2,50.0,0,1,1,98000
0,0,8,10,3,130.0,0,1,1,330000
0,0,7,16,4,285.0,0,1,1,455000
1,0,12,16,4,150.0,0,1,1,360000
0,0,5,12,3,146.0,0,1,1,433000
0,0,12,18,2,94.0,0,0,0,95000
0,0,3,18,1,72.0,0,0,0,77000
0,0,20,20,4,175.0,0,1,1,250000
0,0,10,17,3,137.0,0,1,1,265000
1,0,16,18,3,130.0,0,1,1,250000
0,0,9,16,3,129.0,0,0,1,272000
1,0,8,18,4,200.0,0,1,1,380000
0,0,6,22,4,216.0,0,1,1,1070000
0,0,8,20,3,162.0,0,0,1,500000
0,0,3,15,2,66.0,0,0,1,189000
1,0,16,18,3,116.0,0,0,1,350000
0,0,12,18,2,65.0,0,0,1,172000
0,0,6,18,2,75.0,0,0,1,155000
0,0,14,16,4,205.0,0,1,1,408000
1,0,15,19,2,100.0,0,1,1,189000
1,0,14,23,3,140.0,0,1,1,360000
0,0,12,16,2,58.0,0,0,1,137000
0,0,8,21,4,220.0,0,1,1,365000
0,0,2,3,3,130.0,0,1,1,320000
0,0,5,7,4,157.0,0,1,0,394000
0,0,13,20,3,157.0,0,0,0,380000
1,0,2,16,4,180.0,0,1,1,269000
0,0,10,16,3,140.0,0,1,1,300000
1,0,11,18,3,98.0,0,1,1,175000
0,0,7,7,3,120.0,0,0,0,290000
0,0,5,19,2,91.0,0,0,0,145000
1,0,17,18,3,80.0,0,1,1,165000
0,0,13,14,3,126.0,0,1,1,305000
1,0,15,19,3,115.0,0,1,1,265000
1,0,3,6,4,160.0,0,1,1,250000
1,0,8,15,2,67.0,0,0,0,122000
0,0,6,16,2,90.5,0,1,1,220000
0,0,14,20,4,175.0,0,1,1,330000
1,0,10,14,2,90.0,0,1,1,168000
0,0,7,18,2,75.0,0,1,1,188000
0,0,12,19,4,185.0,0,1,1,290000
1,0,18,19,4,206.0,0,1,1,600000
0,0,11,16,3,100.0,0,0,1,390000
0,0,4,20,3,147.0,0,0,1,415000
1,0,5,16,2,72.0,0,1,1,169000
0,0,5,6,2,47.0,0,0,1,50000
0,0,11,16,3,75.0,0,0,1,175000
0,0,5,12,2,72.0,0,1,1,136000
0,0,1,8,2,80.0,0,0,1,442000
1,0,10,15,3,100.0,0,1,1,175000
0,0,13,17,3,107.0,0,1,1,135000
1,0,2,15,3,200.0,0,1,1,365000
0,0,12,20,3,152.0,0,1,1,369000
0,0,5,7,5,214.0,0,1,1,750000
0,0,6,19,3,92.0,0,0,1,240000
1,0,5,8,2,60.5,0,0,1,168000
0,0,9,14,3,160.0,0,0,1,490000
1,1,12,15,2,72.2,0,0,0,109000
0,0,6,16,4,210.0,0,1,1,590000
1,0,11,20,2,45.0,0,1,1,117000
0,0,2,17,3,60.0,0,0,1,151000
0,0,11,17,2,46.0,0,1,0,135000
0,0,12,17,3,75.0,0,1,1,149900
0,0,8,17,3,93.0,0,1,1,230000
0,0,11,20,2,74.0,0,1,1,152000
1,0,16,19,3,121.0,0,1,0,181000
0,0,3,20,2,52.0,0,0,1,140000
0,0,6,18,2,100.0,0,1,1,265000
1,0,14,16,2,90.0,0,0,1,195000
0,0,8,11,2,78.7,0,1,1,204000
0,0,4,7,3,136.0,0,1,1,450000
0,0,13,16,2,54.0,0,1,1,103000
0,0,8,14,4,168.0,0,1,0,260000
1,0,8,19,2,88.0,0,1,1,190000
0,0,12,15,3,120.0,0,0,1,237000
1,0,22,24,5,227.0,0,1,1,365000
0,0,4,19,3,97.0,0,1,1,209800
1,0,10,16,2,86.6,0,0,1,216000
0,0,9,16,4,166.0,0,0,1,350000
0,0,4,7,3,133.0,0,0,1,515000
1,0,15,16,2,78.0,0,1,1,164000
0,0,6,17,3,154.0,0,1,0,330000
1,0,13,18,4,155.5,0,1,1,315000
1,0,9,18,3,90.0,0,1,1,201000
0,0,10,19,4,180.0,0,1,1,395000
0,0,11,33,8,1050.0,0,1,1,5000000
1,0,6,14,3,135.0,0,1,1,350000
1,0,12,16,3,107.0,0,1,1,275000
0,0,5,14,2,100.0,0,1,1,255000
1,0,15,15,4,124.0,0,1,1,123000
0,0,5,17,2,55.0,0,1,1,165000
0,1,4,16,2,75.0,0,0,1,208000
0,0,4,14,4,145.0,0,1,1,375000
0,0,2,14,2,92.0,0,1,1,235000
1,0,15,18,2,62.7,0,1,1,145000
0,0,8,12,2,82.0,0,0,0,123000
1,0,19,19,4,231.0,0,1,1,470000
0,0,9,13,3,134.0,0,1,1,196000
0,1,3,20,2,46.0,0,0,1,118000
1,0,15,16,2,85.0,0,0,1,180000
1,0,16,18,3,150.0,0,1,1,320000
1,1,4,13,4,143.0,0,0,1,365000
0,0,10,12,2,41.0,0,0,1,97000
0,0,10,18,3,130.0,0,1,1,188000
0,1,2,6,3,70.0,0,0,1,135000
1,0,2,9,4,170.0,0,1,1,405000
0,0,6,17,2,60.0,0,1,1,135000
1,0,4,14,3,135.0,0,1,1,310000
0,1,5,7,2,53.0,0,1,1,58800
0,1,3,5,4,150.0,0,1,1,280000
1,1,10,17,2,71.0,0,1,1,189000
1,0,2,16,2,102.0,0,1,1,185000
1,0,10,14,1,55.0,0,0,1,142000
0,0,8,16,4,170.0,0,0,1,398000
1,0,11,17,2,63.0,0,1,1,123000
0,0,10,18,3,155.0,0,1,1,450000
1,0,15,22,3,133.0,0,0,1,255000
0,0,11,19,2,90.0,0,1,1,235000
1,0,8,17,4,271.0,0,1,0,450000
0,0,6,17,2,60.0,0,1,1,130000
1,0,12,17,2,88.0,0,1,1,185000
0,1,10,10,3,81.0,0,1,0,56000
0,0,5,14,2,77.0,0,1,0,235000
1,0,7,14,2,88.0,0,1,1,175000
0,0,13,17,3,70.0,0,1,1,190000
1,0,16,17,2,101.0,0,0,0,219000
1,0,5,17,3,114.0,0,1,1,340000
1,0,10,15,3,98.0,0,1,1,172000
1,0,14,18,2,115.0,0,1,1,245000
0,1,6,17,4,180.0,0,1,1,410000
0,0,11,17,3,115.0,0,0,1,270000
0,0,18,18,3,110.0,0,1,1,160000
1,0,3,16,4,155.0,0,1,0,310000
1,0,2,18,2,98.5,0,0,1,180000
1,0,4,17,3,142.0,0,1,0,320000
1,0,10,18,3,140.0,0,1,1,300000
1,0,1,19,2,75.0,0,1,1,140000
1,0,3,17,3,120.0,0,1,0,300000
1,0,9,17,3,114.0,0,1,1,435000
0,0,15,27,3,103.0,0,1,0,225000
1,0,14,14,2,55.0,0,0,0,131000
0,0,11,17,2,77.0,0,1,0,120000
0,0,6,8,4,225.0,0,1,1,697000
1,0,9,10,4,150.0,0,1,1,440000
1,0,14,17,3,126.0,0,1,1,240000
0,0,9,10,4,170.0,0,1,1,430000
0,0,6,18,2,105.0,0,1,1,185000
0,0,8,9,3,85.0,0,1,1,175000
1,0,11,17,2,50.0,0,1,1,135000
0,0,4,17,3,136.0,0,1,0,266000
0,0,21,22,3,232.0,0,1,0,400000
0,1,14,18,2,58.0,0,1,1,195000
0,0,5,6,2,81.0,0,1,1,238000
1,0,9,14,3,90.0,0,1,1,260000
1,0,13,16,3,147.0,0,1,1,355000
1,0,10,18,2,65.0,0,0,1,135000
1,0,11,17,2,65.0,0,0,1,168000
1,0,4,17,2,65.0,0,0,1,172000
1,0,18,18,4,160.0,0,1,1,390000
1,0,7,17,3,124.0,0,1,1,180000
1,1,3,7,3,96.0,0,1,1,88000
0,0,4,16,3,150.0,0,1,1,290000
0,0,11,18,2,90.0,0,0,1,191900
1,0,6,20,3,95.0,0,1,1,214000
1,0,7,13,3,107.0,0,1,1,285000
0,0,11,18,3,110.0,0,1,1,260000
1,0,10,16,2,65.0,0,1,0,198000
0,0,6,12,2,95.0,0,1,1,45000
0,0,17,18,3,149.5,0,1,1,480000
0,0,11,16,2,87.0,0,0,0,82000
0,0,14,17,3,94.0,0,1,1,161000
0,0,12,16,2,62.0,0,0,1,157000
0,0,10,13,2,59.0,0,1,1,132000
0,0,9,19,2,90.0,0,1,1,190000
0,0,9,15,3,94.0,0,0,1,270000
0,0,18,20,3,175.0,0,1,1,410000
1,0,18,20,2,94.0,0,1,1,260000
0,0,2,9,6,535.0,0,1,1,2200000
1,0,13,15,3,147.0,0,1,1,260000
1,0,4,16,3,114.0,0,1,1,329000
1,0,3,17,2,113.0,0,0,0,180000
0,0,2,14,4,173.0,0,1,1,550000
1,0,17,19,3,100.0,0,1,1,270000
0,0,12,27,3,148.0,0,1,1,390000
0,0,14,17,4,201.5,0,0,0,503000
0,0,17,17,4,185.0,0,1,1,250000
0,0,5,17,2,97.0,0,1,0,205000
1,0,17,19,2,110.0,0,1,0,244000
1,0,5,17,2,59.0,0,1,1,136000
1,0,7,13,2,95.4,0,1,1,143000
1,0,10,16,1,45.0,0,0,0,109900
0,0,2,16,4,200.0,0,1,1,400000
0,0,11,17,4,237.0,0,1,0,475000
0,0,7,14,4,220.0,0,1,1,480000
0,0,4,16,3,149.2,0,0,0,285000
1,0,12,19,4,160.0,0,1,1,329000
1,0,7,16,1,51.0,0,0,1,110000
1,0,6,17,4,181.2,0,0,0,290000
1,0,14,16,3,135.5,0,1,1,260000
1,0,4,17,4,165.0,0,1,1,420000
0,0,4,17,3,114.0,0,0,1,225000
1,0,4,19,3,89.0,0,0,1,189999
0,0,12,17,7,320.0,0,1,1,504500
0,0,6,17,5,225.0,0,1,1,591500
0,0,7,14,3,151.0,0,1,1,455000
0,0,5,16,2,85.0,0,0,0,129000
1,0,17,20,3,90.0,0,1,1,166000
1,0,14,16,3,129.3,0,0,0,367000
1,0,16,17,3,110.0,0,1,1,269000
1,0,8,17,3,93.0,0,0,0,210000
0,0,4,17,4,162.0,0,1,1,360000
0,0,12,15,3,125.0,0,1,1,265000
1,1,12,17,2,80.0,0,0,1,142000
1,0,14,22,4,160.0,0,0,0,295000
0,0,10,14,4,205.0,0,1,1,650000
0,0,14,14,6,280.0,0,1,1,490000
0,0,5,12,5,298.0,0,1,1,310000
1,0,15,16,3,100.0,0,0,0,210000
1,0,11,16,4,182.0,0,1,1,410000
1,1,18,18,4,145.0,0,1,1,230000
0,0,3,17,2,74.9,0,0,0,147000
1,0,2,5,4,185.0,0,1,0,296000
1,0,15,27,3,148.0,0,1,0,286000
0,0,2,17,3,90.0,0,0,1,189000
1,0,17,18,3,90.0,0,1,1,175000
0,0,15,16,5,185.0,0,1,1,345000
1,0,11,17,2,55.0,0,1,1,145000
0,0,4,9,5,110.0,0,1,1,238000
1,0,17,18,4,258.0,0,1,1,630000
0,0,3,5,3,75.0,0,1,0,160000
0,0,5,16,2,55.0,0,0,1,163000
0,0,10,17,4,203.0,0,1,1,500000
0,0,3,4,2,48.0,0,1,1,61000
1,0,15,17,2,72.0,0,0,1,121000
1,0,7,8,3,110.0,0,1,1,267000
0,0,21,27,3,100.0,0,1,1,320000
0,0,10,17,3,158.0,0,0,0,316000
0,0,11,19,4,176.0,0,0,1,387000
1,0,7,15,2,96.0,0,1,0,158500
1,0,14,15,3,103.0,0,1,1,190000
1,0,10,16,3,150.0,0,1,1,340000
1,1,2,20,2,68.5,0,1,1,143000
0,1,6,17,3,143.0,0,1,1,305000
1,0,14,19,4,153.0,0,0,1,340000
1,0,2,22,3,123.0,0,1,1,220000
0,0,14,18,3,128.7,0,0,1,320000
1,0,12,17,3,125.0,0,0,1,395000
1,0,2,16,2,65.0,0,1,1,140000
1,0,14,17,4,127.0,0,1,1,185000
0,0,17,17,4,140.0,0,1,1,206000
1,0,14,18,3,105.0,0,1,1,185000
0,0,18,19,4,225.0,0,1,1,369900
0,0,20,28,3,230.0,0,1,1,600000
1,0,7,12,3,80.0,0,1,1,145000
0,0,5,14,3,127.0,0,0,0,360000
0,0,12,18,3,123.0,0,0,1,308000
0,0,15,18,3,115.5,0,1,1,250000
0,0,10,20,2,63.0,0,0,1,165000
1,0,4,10,3,140.0,0,1,1,561000
0,0,8,9,3,90.0,0,1,1,170000
1,0,16,17,3,107.0,0,0,1,170000
1,0,16,16,4,220.0,0,1,0,335000
1,0,18,20,4,225.0,0,1,1,370000
0,0,7,12,3,165.0,0,1,1,420000
0,0,14,16,3,154.0,0,1,1,320000
0,1,8,15,3,93.0,0,1,1,270000
1,0,7,15,1,49.2,0,0,0,95000
0,0,9,17,2,95.0,0,1,1,210000
0,0,12,16,5,200.0,0,1,1,350000
1,0,11,22,2,63.0,0,0,1,165000
0,0,10,16,3,127.0,0,1,1,280000
1,0,16,17,2,44.0,0,1,1,145000
1,0,3,18,4,135.0,0,1,1,345000
0,0,7,17,4,230.0,0,1,1,475000
1,0,14,17,4,220.0,0,1,1,530000
1,0,15,19,2,87.0,0,1,1,149000
0,0,3,14,3,113.0,0,1,1,282000
1,1,15,18,2,123.0,0,1,0,335000
0,0,10,16,3,148.0,0,1,1,296000
1,0,7,8,3,98.0,0,1,1,257000
1,0,5,16,3,135.0,0,1,1,245000
1,0,13,21,3,70.0,0,1,1,120000
1,0,13,24,2,80.0,0,0,1,250000
1,0,3,6,2,74.0,0,1,1,270000
0,0,5,6,2,90.0,0,1,1,244000
0,0,14,17,2,80.0,0,1,1,154000
0,0,5,20,4,174.0,0,1,0,345000
0,0,13,16,1,77.0,0,0,0,95000
0,0,8,20,3,101.0,0,1,1,203000
1,0,11,16,3,80.0,0,0,1,178000
1,0,8,16,3,110.0,0,1,1,259000
0,0,5,18,2,52.0,0,0,1,175000
1,0,9,17,3,135.0,0,1,1,260000
0,0,11,19,4,140.0,0,1,1,325000
1,0,6,18,3,126.0,0,1,1,240000
1,0,6,16,2,98.0,0,0,0,242000
1,0,14,17,2,90.0,0,0,1,210000
1,0,7,17,3,126.0,0,1,1,243000
0,0,7,8,2,90.0,0,1,1,230000
1,0,17,19,2,110.0,0,1,1,245000
1,0,2,7,3,80.0,0,1,1,84000
1,0,8,17,3,103.0,0,0,0,185000
1,0,15,17,2,100.0,0,1,1,138000
0,0,9,18,3,166.0,0,1,1,325000
0,0,10,17,3,126.0,0,1,1,305000
1,0,7,14,4,230.0,0,1,1,479000
1,0,8,17,3,117.0,0,1,1,190000
0,0,9,12,2,70.0,0,1,1,170000
1,0,10,20,2,81.5,0,0,0,162000
1,0,14,20,4,157.0,0,0,0,285000
1,0,22,24,4,230.0,0,1,1,365000
1,0,13,20,3,136.0,0,0,0,272000
0,0,15,17,3,115.0,0,1,1,252000
0,1,15,19,3,163.0,0,1,1,370000
1,0,15,17,3,92.0,0,0,1,285000
0,0,9,14,3,111.0,0,1,1,120000
0,0,4,17,3,156.0,0,1,1,215000
1,0,7,20,4,155.0,0,1,0,245000
1,0,8,17,4,185.0,0,0,0,365000
1,0,6,15,4,165.0,0,1,1,375000
1,0,5,18,2,60.0,0,1,1,128000
1,0,6,17,3,150.0,0,0,0,298000
1,0,17,17,4,152.0,0,1,1,300000
1,1,9,17,1,62.0,0,1,0,198400
0,0,6,12,3,169.0,0,0,0,405600
1,0,3,18,4,210.0,0,1,1,430000
1,0,5,16,3,134.0,0,1,1,300000
0,0,9,16,2,60.0,0,0,1,146000
0,0,4,16,3,118.0,0,0,1,325000
1,0,9,17,1,53.0,0,0,0,51000
1,0,14,20,4,160.0,0,0,1,340000
0,0,14,14,2,95.0,0,1,0,182000
0,0,14,17,2,90.0,0,0,1,210000
0,0,13,16,5,240.0,0,1,1,650000
1,0,11,16,4,142.0,0,0,0,378000
0,0,16,19,3,96.0,0,1,1,146500
1,0,7,18,2,105.0,0,0,0,240000
0,0,20,20,3,78.0,0,1,1,110500
0,0,9,11,2,71.0,0,1,1,169800
0,0,15,17,3,135.0,0,1,1,350000
1,0,12,16,2,83.3,0,0,0,193000
0,0,2,10,2,67.0,0,1,0,44000
1,0,6,16,3,130.0,0,0,0,218000
0,0,12,18,2,70.0,0,1,1,115000
0,0,5,16,2,54.0,0,1,1,139000
0,0,4,6,2,82.0,0,1,1,78000
1,0,2,16,2,60.0,0,1,1,134000
0,0,8,21,4,195.0,0,1,1,550000
0,0,11,15,3,96.0,0,1,1,299000
1,0,8,15,2,130.0,0,1,1,275000
0,0,2,6,2,42.0,0,1,1,51500
0,0,15,20,4,170.0,0,1,1,305000
1,0,19,20,3,132.0,0,0,0,260000
1,0,16,19,3,127.0,0,1,1,270000
0,0,8,11,2,77.0,0,1,1,153000
1,0,3,16,3,120.0,0,1,1,240000
1,0,7,14,4,230.0,0,1,1,475000
1,0,11,13,3,113.0,0,0,1,215000
1,0,11,17,3,136.0,0,1,1,350000
1,0,3,18,2,100.0,0,0,0,155000
1,0,11,18,3,103.0,0,1,1,185000
1,0,5,20,2,72.0,0,1,1,168000
1,0,12,18,3,90.0,0,0,1,340000
0,0,5,9,1,38.0,0,1,1,92000
1,0,14,17,2,60.0,0,1,1,128000
0,0,6,7,2,96.0,0,0,1,310000
0,0,15,18,2,117.0,0,0,0,146000
0,0,8,19,3,156.0,0,1,1,480000
0,0,17,20,2,37.3,0,1,1,105000
0,1,12,19,3,85.0,0,1,1,198000
1,0,14,17,2,90.0,0,1,1,145000
0,0,10,15,4,240.0,0,1,0,585000
0,0,8,17,1,78.0,0,0,0,165000
1,0,12,18,2,95.0,0,1,1,148500
0,0,7,17,4,259.0,0,1,0,453000
0,0,14,15,3,130.0,0,0,0,142000
0,0,5,18,3,80.0,0,1,1,165000
1,0,3,14,3,105.0,0,1,1,177000
0,0,9,18,2,75.0,0,1,1,192000
0,0,5,5,3,106.0,0,0,0,100000
0,0,6,17,3,106.0,0,0,1,297000
0,0,9,14,2,93.0,0,0,0,209000
0,0,12,19,3,100.1,0,1,1,224999
0,0,16,21,4,184.9,0,0,0,519999
0,0,19,27,4,178.0,0,1,0,373800
0,0,7,15,4,135.0,0,0,1,270000
0,0,5,19,4,145.0,0,1,1,320000
1,0,14,17,4,178.0,0,1,1,540000
0,0,4,9,2,69.0,0,1,1,105000
0,0,2,12,2,56.0,0,1,1,135000
0,0,17,18,4,147.0,0,1,1,206000
0,0,5,17,3,97.0,0,1,0,205000
1,0,17,17,1,49.0,0,1,0,95000
0,0,15,16,5,320.0,0,1,1,699000
0,0,7,19,2,90.0,0,1,1,268000
0,0,14,17,4,217.0,0,1,1,478000
0,0,13,20,2,63.0,0,1,1,155000
1,1,7,16,3,105.0,0,1,1,230000
1,0,10,16,4,170.0,0,1,1,460000
1,0,10,17,4,216.0,0,0,0,410400
0,0,4,17,3,132.0,0,1,1,263000
0,0,4,17,3,149.0,0,0,0,305500
0,0,9,10,3,117.0,0,1,0,249000
1,0,11,16,3,95.0,0,1,1,205000
1,0,9,20,2,50.0,0,1,1,114500
1,0,11,18,2,62.0,0,1,1,110000
1,0,15,17,3,106.0,0,1,1,187000
1,0,14,17,3,122.0,0,1,1,210000
0,0,4,26,3,115.0,0,1,1,270000
0,0,15,15,5,360.0,0,1,1,457000
0,0,16,16,2,69.0,0,0,0,80000
0,0,11,13,3,100.0,0,1,1,160000
0,0,3,7,5,266.0,0,0,0,532000
0,0,7,7,4,153.0,0,0,0,370000
0,0,15,18,3,150.5,0,1,1,275000
0,0,8,10,6,395.0,0,1,1,1428000
1,0,3,18,4,135.5,0,1,1,260000
1,0,7,16,4,165.0,0,1,1,330000
0,0,9,22,4,193.5,0,1,1,870000
1,0,4,20,2,60.0,0,0,1,178000
1,0,12,19,3,126.0,0,0,1,303000
0,0,6,6,2,57.0,0,1,0,178000
0,0,13,19,4,147.0,0,1,1,335000
0,0,4,14,3,120.0,0,1,1,252000
0,0,12,20,2,60.0,0,1,1,138000
0,0,14,14,6,260.5,0,1,1,500000
0,0,12,18,3,96.5,0,1,1,235000
1,0,15,16,3,124.0,0,1,0,285000
1,0,16,18,2,67.0,0,0,1,145000
1,1,11,16,2,75.0,0,1,1,277000
0,0,7,11,2,80.0,0,0,1,207000
0,0,5,20,2,60.0,0,1,1,120000
0,0,17,18,3,138.0,0,1,1,255000
0,0,11,11,2,50.0,0,1,1,75000
0,0,18,18,3,105.0,0,1,1,200000
1,0,16,18,2,60.0,0,1,1,127000
0,0,13,17,3,97.0,0,1,1,185000
0,0,8,16,4,190.0,0,1,1,340000
0,0,15,20,3,105.0,0,1,1,144900
0,1,15,16,3,192.0,0,1,1,300000
0,0,6,20,3,95.0,0,1,1,112000
0,0,2,18,3,89.0,0,1,1,230000
0,0,11,12,4,160.0,0,1,1,445000
0,1,12,20,3,157.0,0,0,0,395000
1,0,7,16,8,500.0,0,1,1,700000
0,0,14,17,4,178.0,0,0,1,495000
1,1,15,16,3,98.0,0,1,1,250000
0,0,10,17,2,43.0,0,1,1,130000
0,0,4,15,2,65.0,0,0,1,172000
0,0,11,15,2,65.0,0,0,1,172000
0,0,8,17,4,210.0,0,1,0,285000
1,1,17,17,2,41.0,0,1,1,97000
0,0,1,10,3,82.0,0,1,1,83000
1,0,16,17,3,140.0,0,0,0,300000
0,0,14,18,3,119.0,0,1,1,319000
0,0,10,18,3,133.0,0,0,0,212000
0,0,5,17,2,67.0,0,1,1,155000
0,0,1,12,2,40.0,0,0,1,92000
0,0,14,16,2,58.0,0,0,1,110000
0,0,11,13,4,260.0,0,1,1,470000
1,1,10,17,3,158.0,0,0,0,290000
0,0,8,22,2,61.0,0,0,1,158000
0,0,2,17,2,55.0,0,1,1,135000
0,0,7,7,3,120.0,0,0,0,240000
0,0,16,20,3,157.0,0,0,0,470000
0,0,9,16,3,117.0,0,1,1,185000
0,0,10,16,3,108.0,0,0,1,222000
0,0,10,10,3,100.0,0,1,1,120000
0,1,6,16,3,130.0,0,0,0,218400
0,0,3,17,4,134.0,0,0,1,345000
0,0,14,17,1,57.0,0,0,1,69000
1,1,14,16,2,90.0,0,0,1,195000
1,0,13,19,3,65.0,0,1,1,137000
1,0,7,12,3,122.0,0,0,1,205000
1,0,3,16,4,173.0,0,1,1,285000
1,0,15,18,3,90.0,0,1,1,175000
1,0,3,18,2,64.0,0,1,1,112000
1,0,10,14,3,190.0,0,1,1,1020000
1,0,6,14,4,200.0,0,1,1,389000
0,0,5,17,2,72.0,0,0,1,155000
1,1,17,17,3,100.0,0,1,1,174000
1,0,12,17,3,91.0,0,0,1,285000
0,0,15,17,4,207.0,0,1,1,490000
1,0,8,15,3,103.0,0,0,1,249000
1,0,22,23,3,83.0,0,1,1,165000
1,0,12,22,2,62.0,0,0,1,140000
0,0,8,17,3,70.0,0,1,1,156000
1,0,10,16,4,160.0,0,1,0,300000
0,0,11,16,2,78.0,0,0,0,139000
1,0,12,17,4,146.0,0,0,1,320000
1,0,7,16,3,145.0,0,1,1,280000
1,0,5,17,2,105.0,0,1,1,205000
0,0,8,17,2,64.0,0,0,1,145000
0,0,10,11,5,150.0,0,1,1,199000
0,0,16,18,2,65.0,0,1,1,137000
0,0,9,16,2,93.0,0,1,0,214000
0,0,13,20,2,71.0,0,1,1,118000
